3,3,1
17,17,1
20,20,1
22,22,1
27,27,1
41,41,2
55,55,2
60,60,2
62,62,2
62,62,2
69,69,2
77,77,2
78,78,2
80,80,2
83,83,3
89,89,3
91,91,3
91,92,3
96,96,3
96,96,3
97,97,3
97,97,3
99,100,4
105,105,4
106,106,4
108,108,4
109,109,4
109,109,4
110,110,4
110,111,4
-1,115,4
118,118,4
121,121,4
125,125,4
127,128,4
130,131,5
138,138,5
142,142,5
146,147,6
150,150,6
151,151,7
152,153,8
153,154,9
155,155,10
155,155,11
156,157,12
157,158,13
158,159,14
159,160,15
160,162,16
163,163,17
166,172,18
172,184,19
184,197,20
0,0,0
0,0,0
0,0,0
0,0,0
