masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text
Shekalim,"מהר""ם די לונזאנו",1,0,29b,"@11לא כולה מיניה מיסור. @33נ""ב פי' אינו נאמן לאסור:",לא כולה מיניה מיסור,,
