masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text
Maasrot,"מהר""ם די לונזאנו",1,0,3a,"@11הפרישין @33איספרגלין בערבי ובלע""ז מימבריאוש:","הפרישין איספרגלין בערבי ובלע""ז מימבריאוש",Jerusalem Talmud Maasrot 1:2:11,תני רבי חיננא בר פפא חרובין שילשולן היא חנטן. וכל השחורין. כגון ענבי הדס וענבי סנה. משינקידו. תני רבי חיננא בר פפא משיעשו נקודות נקודות שחורות. הפרישין. איספרגלין ולמה נקרא שמן פרישין שאין לך מין אילן שהוא פריש לקדירה אלא זה בלבד.
