masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text
Beitzah,"מהר""ם די לונזאנו",1,0,13b,"@11מן @33מה דרב מעני מיתי קומיה ר' חייא רובה כצ""ל. פירוש מאחר. (א""ה חיד""א וכן פי' פ""ק דסוטה ה' ד'):",מן מה דרב מעני מיתי קומיה ר',Jerusalem Talmud Beitzah 3:2:4,"רבי חייה רבה ור""ש בר' חד אמר העכו""ם צריך הכן וחורנה אמר אין העכו""ם צריך הכן ולא ידעין מאן אמר דא ומאן אמר דא מן מה דרב מיבעי מיתיקומיה ר' חייה רבה והוא א""ל הן הויתה והוא א""ל שיירתה הוות עברה והוינא אכל מינה תאינים הוי דו אמר אין העכו""ם צריך הכן"
