1,כיבושי יהודה ושמעון
2,כיבוש בית אל
3,הנסיון
4,למהלך האידיאה הלאומית והאידיאה האלהית בספר שופטים
5,עתניאל
6,אהוד
7,דבורה וברק
8,גדעון
9,אבימלך
10,יפתח
11,התקופה שבין יפתח לשמשון
12,שמשון
13,פסל מיכה
14,פילגש בגבעה
15,בימים ההם אין מלך בישראל
