"_id",generated_by,source_text_oid,availableLangs.0.0,availableLangs.0.1,availableLangs.1.0,availableLangs.1.1,refs.0,refs.1,type,auto
5d075dbbecfd7d299fe2e142,Rosh_on_Nedarim,,he,en,he,,Nedarim 31a:9,Commentary of the Rosh on Nedarim 31a:9,commentary,true
5d075dbbecfd7d299fe2e154,Rosh_on_Nedarim,,he,en,he,,Nedarim 31b:3,Commentary of the Rosh on Nedarim 31b:2,commentary,true
5d075dbbecfd7d299fe2e156,Rosh_on_Nedarim,,he,en,he,,Nedarim 31b:4,Commentary of the Rosh on Nedarim 31b:3,commentary,true
5d075dbbecfd7d299fe2e158,Rosh_on_Nedarim,,he,en,he,,Nedarim 31b:6,Commentary of the Rosh on Nedarim 31b:4,commentary,true
5d00f693ecfd7d299fe2cfdd,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 31b:7,Shabbat 131b,,true
5d075dbbecfd7d299fe2e15a,Rosh_on_Nedarim,,he,en,he,,Nedarim 31b:9,Commentary of the Rosh on Nedarim 31b:7,commentary,true
5d075dbbecfd7d299fe2e15c,Rosh_on_Nedarim,,he,en,he,,Nedarim 31b:11,Commentary of the Rosh on Nedarim 31b:8,commentary,true
5d075dbbecfd7d299fe2e15e,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:2,Commentary of the Rosh on Nedarim 32a:1,commentary,true
5d075dbbecfd7d299fe2e160,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:4,Commentary of the Rosh on Nedarim 32a:2,commentary,true
5d075dbbecfd7d299fe2e162,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:6,Commentary of the Rosh on Nedarim 32a:3,commentary,true
5d075dbcecfd7d299fe2e164,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:12,Commentary of the Rosh on Nedarim 32a:4,commentary,true
5d075dbcecfd7d299fe2e166,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:14,Commentary of the Rosh on Nedarim 32a:6,commentary,true
5d075dbcecfd7d299fe2e168,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:16,Commentary of the Rosh on Nedarim 32a:7,commentary,true
5d075dbcecfd7d299fe2e16a,Rosh_on_Nedarim,,he,en,he,,Nedarim 32a:16,Commentary of the Rosh on Nedarim 32a:8,commentary,true
5d075dbcecfd7d299fe2e17c,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:12,Commentary of the Rosh on Nedarim 32b:10,commentary,true
5d00f693ecfd7d299fe2cfdf,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 32b:2,I Samuel 2,,true
5d075dbcecfd7d299fe2e16c,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:2,Commentary of the Rosh on Nedarim 32b:2,commentary,true
5d075dbcecfd7d299fe2e16e,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:3,Commentary of the Rosh on Nedarim 32b:3,commentary,true
5d075dbcecfd7d299fe2e170,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:4,Commentary of the Rosh on Nedarim 32b:4,commentary,true
5d075dbcecfd7d299fe2e172,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:7,Commentary of the Rosh on Nedarim 32b:5,commentary,true
5d075dbcecfd7d299fe2e174,Rosh_on_Nedarim,,he,,he,,Nedarim 32b:9-10,Commentary of the Rosh on Nedarim 32b:6,commentary,true
5d075dbcecfd7d299fe2e176,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:11,Commentary of the Rosh on Nedarim 32b:7,commentary,true
5d075dbcecfd7d299fe2e178,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:11,Commentary of the Rosh on Nedarim 32b:8,commentary,true
5d075dbcecfd7d299fe2e17a,Rosh_on_Nedarim,,he,en,he,,Nedarim 32b:12,Commentary of the Rosh on Nedarim 32b:9,commentary,true
5d075dbcecfd7d299fe2e18e,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:7,Commentary of the Rosh on Nedarim 33a:10,commentary,true
5d075dbcecfd7d299fe2e190,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:8,Commentary of the Rosh on Nedarim 33a:11,commentary,true
5d075dbcecfd7d299fe2e192,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:8,Commentary of the Rosh on Nedarim 33a:13,commentary,true
5d075dbcecfd7d299fe2e194,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:8,Commentary of the Rosh on Nedarim 33a:14,commentary,true
5d00f694ecfd7d299fe2cfe1,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 33a:15,Bava Kamma 58a,,true
5d075dbcecfd7d299fe2e196,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:9,Commentary of the Rosh on Nedarim 33a:15,commentary,true
5d075dbcecfd7d299fe2e17e,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:2,Commentary of the Rosh on Nedarim 33a:2,commentary,true
5d075dbcecfd7d299fe2e180,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:2,Commentary of the Rosh on Nedarim 33a:3,commentary,true
5d075dbcecfd7d299fe2e182,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:3,Commentary of the Rosh on Nedarim 33a:4,commentary,true
5d075dbcecfd7d299fe2e184,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:3,Commentary of the Rosh on Nedarim 33a:5,commentary,true
5d075dbcecfd7d299fe2e186,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:3,Commentary of the Rosh on Nedarim 33a:6,commentary,true
5d075dbcecfd7d299fe2e188,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:3,Commentary of the Rosh on Nedarim 33a:7,commentary,true
5d075dbcecfd7d299fe2e18a,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:5,Commentary of the Rosh on Nedarim 33a:8,commentary,true
5d075dbcecfd7d299fe2e18c,Rosh_on_Nedarim,,he,en,he,,Nedarim 33a:6,Commentary of the Rosh on Nedarim 33a:9,commentary,true
5d075dbcecfd7d299fe2e198,Rosh_on_Nedarim,,he,en,he,,Nedarim 33b:1,Commentary of the Rosh on Nedarim 33b:1,commentary,true
5d075dbcecfd7d299fe2e19a,Rosh_on_Nedarim,,he,en,he,,Nedarim 33b:2,Commentary of the Rosh on Nedarim 33b:2,commentary,true
5d00f694ecfd7d299fe2cfe3,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 33b:4,Bava Metzia 29a,,true
5d075dbdecfd7d299fe2e19c,Rosh_on_Nedarim,,he,en,he,,Nedarim 33b:6,Commentary of the Rosh on Nedarim 33b:4,commentary,true
5d075dbdecfd7d299fe2e19e,Rosh_on_Nedarim,,he,en,he,,Nedarim 33b:7,Commentary of the Rosh on Nedarim 33b:5,commentary,true
5d075dbdecfd7d299fe2e1a0,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:1,Commentary of the Rosh on Nedarim 34a:1,commentary,true
5d075dbdecfd7d299fe2e1a2,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:3,Commentary of the Rosh on Nedarim 34a:3,commentary,true
5d075dbdecfd7d299fe2e1a4,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:3,Commentary of the Rosh on Nedarim 34a:5,commentary,true
5d075dbdecfd7d299fe2e1a6,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:4,Commentary of the Rosh on Nedarim 34a:6,commentary,true
5d075dbdecfd7d299fe2e1a8,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:6,Commentary of the Rosh on Nedarim 34a:7,commentary,true
5d075dbdecfd7d299fe2e1aa,Rosh_on_Nedarim,,he,en,he,,Nedarim 34a:7,Commentary of the Rosh on Nedarim 34a:8,commentary,true
5d075dbdecfd7d299fe2e1ac,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:1,Commentary of the Rosh on Nedarim 34b:1,commentary,true
5d075dbdecfd7d299fe2e1ba,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:3,Commentary of the Rosh on Nedarim 34b:10,commentary,true
5d075dbdecfd7d299fe2e1bc,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:3,Commentary of the Rosh on Nedarim 34b:11,commentary,true
5d075dbdecfd7d299fe2e1ae,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:1,Commentary of the Rosh on Nedarim 34b:2,commentary,true
5d075dbdecfd7d299fe2e1b0,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:1,Commentary of the Rosh on Nedarim 34b:3,commentary,true
5d075dbdecfd7d299fe2e1b2,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:1,Commentary of the Rosh on Nedarim 34b:5,commentary,true
5d075dbdecfd7d299fe2e1b4,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:2,Commentary of the Rosh on Nedarim 34b:6,commentary,true
5d075dbdecfd7d299fe2e1b6,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:2,Commentary of the Rosh on Nedarim 34b:7,commentary,true
5d075dbdecfd7d299fe2e1b8,Rosh_on_Nedarim,,he,en,he,,Nedarim 34b:3,Commentary of the Rosh on Nedarim 34b:9,commentary,true
5d075dbdecfd7d299fe2e1ca,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:8,Commentary of the Rosh on Nedarim 35a:10,commentary,true
5d075dbdecfd7d299fe2e1cc,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:8,Commentary of the Rosh on Nedarim 35a:11,commentary,true
5d075dbdecfd7d299fe2e1ce,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:8,Commentary of the Rosh on Nedarim 35a:14,commentary,true
5d075dbdecfd7d299fe2e1be,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:1,Commentary of the Rosh on Nedarim 35a:2,commentary,true
5d075dbdecfd7d299fe2e1c0,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:2,Commentary of the Rosh on Nedarim 35a:3,commentary,true
5d075dbdecfd7d299fe2e1c2,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:3,Commentary of the Rosh on Nedarim 35a:4,commentary,true
5d075dbdecfd7d299fe2e1c4,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:6,Commentary of the Rosh on Nedarim 35a:6,commentary,true
5d075dbdecfd7d299fe2e1c6,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:6,Commentary of the Rosh on Nedarim 35a:7,commentary,true
5d075dbdecfd7d299fe2e1c8,Rosh_on_Nedarim,,he,en,he,,Nedarim 35a:6,Commentary of the Rosh on Nedarim 35a:8,commentary,true
5d075dbdecfd7d299fe2e1d0,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:1,commentary,true
5d075dbdecfd7d299fe2e1e0,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:4,Commentary of the Rosh on Nedarim 35b:10,commentary,true
5d075dbeecfd7d299fe2e1e2,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:5,Commentary of the Rosh on Nedarim 35b:11,commentary,true
5d075dbeecfd7d299fe2e1e4,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:5,Commentary of the Rosh on Nedarim 35b:12,commentary,true
5d075dbeecfd7d299fe2e1e6,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:6,Commentary of the Rosh on Nedarim 35b:13,commentary,true
5d075dbeecfd7d299fe2e1e8,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:8,Commentary of the Rosh on Nedarim 35b:14,commentary,true
5d075dbdecfd7d299fe2e1d2,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:3,commentary,true
5d075dbdecfd7d299fe2e1d4,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:4,commentary,true
5d075dbdecfd7d299fe2e1d6,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:5,commentary,true
5d075dbdecfd7d299fe2e1d8,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:6,commentary,true
5d075dbdecfd7d299fe2e1da,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:1,Commentary of the Rosh on Nedarim 35b:7,commentary,true
5d075dbdecfd7d299fe2e1dc,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:4,Commentary of the Rosh on Nedarim 35b:8,commentary,true
5d075dbdecfd7d299fe2e1de,Rosh_on_Nedarim,,he,en,he,,Nedarim 35b:4,Commentary of the Rosh on Nedarim 35b:9,commentary,true
5d075dbeecfd7d299fe2e1ea,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:1,Commentary of the Rosh on Nedarim 36a:1,commentary,true
5d075dbeecfd7d299fe2e1fa,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:12,Commentary of the Rosh on Nedarim 36a:10,commentary,true
5d075dbeecfd7d299fe2e1ec,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:3,Commentary of the Rosh on Nedarim 36a:2,commentary,true
5d075dbeecfd7d299fe2e1ee,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:4,Commentary of the Rosh on Nedarim 36a:3,commentary,true
5d075dbeecfd7d299fe2e1f0,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:4,Commentary of the Rosh on Nedarim 36a:4,commentary,true
5d075dbeecfd7d299fe2e1f2,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:6,Commentary of the Rosh on Nedarim 36a:6,commentary,true
5d075dbeecfd7d299fe2e1f4,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:9,Commentary of the Rosh on Nedarim 36a:7,commentary,true
5d075dbeecfd7d299fe2e1f6,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:11,Commentary of the Rosh on Nedarim 36a:8,commentary,true
5d075dbeecfd7d299fe2e1f8,Rosh_on_Nedarim,,he,en,he,,Nedarim 36a:11,Commentary of the Rosh on Nedarim 36a:9,commentary,true
5d075dbeecfd7d299fe2e1fc,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:1,Commentary of the Rosh on Nedarim 36b:1,commentary,true
5d075dbeecfd7d299fe2e20e,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:8,Commentary of the Rosh on Nedarim 36b:10,commentary,true
5d075dbeecfd7d299fe2e210,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:8,Commentary of the Rosh on Nedarim 36b:11,commentary,true
5d075dbeecfd7d299fe2e1fe,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:1,Commentary of the Rosh on Nedarim 36b:2,commentary,true
5d075dbeecfd7d299fe2e200,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:2,Commentary of the Rosh on Nedarim 36b:3,commentary,true
5d075dbeecfd7d299fe2e202,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:3,Commentary of the Rosh on Nedarim 36b:4,commentary,true
5d075dbeecfd7d299fe2e204,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:4,Commentary of the Rosh on Nedarim 36b:5,commentary,true
5d075dbeecfd7d299fe2e206,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:5,Commentary of the Rosh on Nedarim 36b:6,commentary,true
5d075dbeecfd7d299fe2e208,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:6,Commentary of the Rosh on Nedarim 36b:7,commentary,true
5d075dbeecfd7d299fe2e20a,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:7,Commentary of the Rosh on Nedarim 36b:8,commentary,true
5d075dbeecfd7d299fe2e20c,Rosh_on_Nedarim,,he,en,he,,Nedarim 36b:8,Commentary of the Rosh on Nedarim 36b:9,commentary,true
5d075dbeecfd7d299fe2e212,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:1,Commentary of the Rosh on Nedarim 37a:1,commentary,true
5d075dbeecfd7d299fe2e222,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:7,Commentary of the Rosh on Nedarim 37a:10,commentary,true
5d075dbeecfd7d299fe2e224,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:7,Commentary of the Rosh on Nedarim 37a:11,commentary,true
5d075dbeecfd7d299fe2e214,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:2,Commentary of the Rosh on Nedarim 37a:3,commentary,true
5d075dbeecfd7d299fe2e216,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:3,Commentary of the Rosh on Nedarim 37a:4,commentary,true
5d075dbeecfd7d299fe2e218,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:3,Commentary of the Rosh on Nedarim 37a:5,commentary,true
5d075dbeecfd7d299fe2e21a,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:4,Commentary of the Rosh on Nedarim 37a:6,commentary,true
5d075dbeecfd7d299fe2e21c,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:5,Commentary of the Rosh on Nedarim 37a:7,commentary,true
5d075dbeecfd7d299fe2e21e,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:6,Commentary of the Rosh on Nedarim 37a:8,commentary,true
5d075dbeecfd7d299fe2e220,Rosh_on_Nedarim,,he,en,he,,Nedarim 37a:7,Commentary of the Rosh on Nedarim 37a:9,commentary,true
5d075dbeecfd7d299fe2e226,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:2,Commentary of the Rosh on Nedarim 37b:1,commentary,true
5d075dbfecfd7d299fe2e238,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:7,Commentary of the Rosh on Nedarim 37b:10,commentary,true
5d075dbfecfd7d299fe2e23a,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:8,Commentary of the Rosh on Nedarim 37b:11,commentary,true
5d075dbfecfd7d299fe2e23c,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:8,Commentary of the Rosh on Nedarim 37b:12,commentary,true
5d075dbfecfd7d299fe2e23e,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:9,Commentary of the Rosh on Nedarim 37b:14,commentary,true
5d075dbfecfd7d299fe2e240,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:9,Commentary of the Rosh on Nedarim 37b:15,commentary,true
5d075dbfecfd7d299fe2e242,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:9,Commentary of the Rosh on Nedarim 37b:16,commentary,true
5d075dbfecfd7d299fe2e244,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:9,Commentary of the Rosh on Nedarim 37b:17,commentary,true
5d075dbfecfd7d299fe2e246,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:10,Commentary of the Rosh on Nedarim 37b:19,commentary,true
5d075dbeecfd7d299fe2e228,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:2,Commentary of the Rosh on Nedarim 37b:2,commentary,true
5d075dbeecfd7d299fe2e22a,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:2,Commentary of the Rosh on Nedarim 37b:3,commentary,true
5d075dbeecfd7d299fe2e22c,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:3,Commentary of the Rosh on Nedarim 37b:4,commentary,true
5d075dbfecfd7d299fe2e22e,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:4,Commentary of the Rosh on Nedarim 37b:5,commentary,true
5d075dbfecfd7d299fe2e230,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:5,Commentary of the Rosh on Nedarim 37b:6,commentary,true
5d075dbfecfd7d299fe2e232,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:5,Commentary of the Rosh on Nedarim 37b:7,commentary,true
5d075dbfecfd7d299fe2e234,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:5,Commentary of the Rosh on Nedarim 37b:8,commentary,true
5d075dbfecfd7d299fe2e236,Rosh_on_Nedarim,,he,en,he,,Nedarim 37b:5,Commentary of the Rosh on Nedarim 37b:9,commentary,true
5d075dbfecfd7d299fe2e248,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:1,Commentary of the Rosh on Nedarim 38a:1,commentary,true
5d075dbfecfd7d299fe2e256,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:7,Commentary of the Rosh on Nedarim 38a:10,commentary,true
5d075dbfecfd7d299fe2e258,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:11,Commentary of the Rosh on Nedarim 38a:12,commentary,true
5d075dbfecfd7d299fe2e25a,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:13,Commentary of the Rosh on Nedarim 38a:13,commentary,true
5d075dbfecfd7d299fe2e25c,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:15,Commentary of the Rosh on Nedarim 38a:14,commentary,true
5d075dbfecfd7d299fe2e25e,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:17,Commentary of the Rosh on Nedarim 38a:15,commentary,true
5d075dbfecfd7d299fe2e260,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:17,Commentary of the Rosh on Nedarim 38a:16,commentary,true
5d075dbfecfd7d299fe2e24a,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:1,Commentary of the Rosh on Nedarim 38a:2,commentary,true
5d075dbfecfd7d299fe2e24c,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:2,Commentary of the Rosh on Nedarim 38a:4,commentary,true
5d075dbfecfd7d299fe2e24e,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:4,Commentary of the Rosh on Nedarim 38a:6,commentary,true
5d075dbfecfd7d299fe2e250,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:6,Commentary of the Rosh on Nedarim 38a:7,commentary,true
5d075dbfecfd7d299fe2e252,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:6,Commentary of the Rosh on Nedarim 38a:8,commentary,true
5d075dbfecfd7d299fe2e254,Rosh_on_Nedarim,,he,en,he,,Nedarim 38a:7,Commentary of the Rosh on Nedarim 38a:9,commentary,true
5d075dbfecfd7d299fe2e262,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:1,Commentary of the Rosh on Nedarim 38b:1,commentary,true
5d075dbfecfd7d299fe2e264,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:1,Commentary of the Rosh on Nedarim 38b:2,commentary,true
5d075dbfecfd7d299fe2e266,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:2,Commentary of the Rosh on Nedarim 38b:3,commentary,true
5d075dbfecfd7d299fe2e268,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:3,Commentary of the Rosh on Nedarim 38b:4,commentary,true
5d075dbfecfd7d299fe2e26a,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:4,Commentary of the Rosh on Nedarim 38b:5,commentary,true
5d075dbfecfd7d299fe2e26c,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:6,Commentary of the Rosh on Nedarim 38b:6,commentary,true
5d00f694ecfd7d299fe2cfe5,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 38b:7,Pesachim 110a,,true
5d00f694ecfd7d299fe2cfe7,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 38b:7,Ketubot 8b,,true
5d075dbfecfd7d299fe2e26e,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:6,Commentary of the Rosh on Nedarim 38b:7,commentary,true
5d00f694ecfd7d299fe2cfe9,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 38b:8,Shabbat 41a,,true
5d075dbfecfd7d299fe2e270,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:6,Commentary of the Rosh on Nedarim 38b:8,commentary,true
5d075dbfecfd7d299fe2e272,Rosh_on_Nedarim,,he,en,he,,Nedarim 38b:7,Commentary of the Rosh on Nedarim 38b:9,commentary,true
5d075dbfecfd7d299fe2e274,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:1,Commentary of the Rosh on Nedarim 39a:1,commentary,true
5d075dbfecfd7d299fe2e276,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:1,Commentary of the Rosh on Nedarim 39a:2,commentary,true
5d075dbfecfd7d299fe2e278,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:2,Commentary of the Rosh on Nedarim 39a:3,commentary,true
5d075dbfecfd7d299fe2e27a,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:3,Commentary of the Rosh on Nedarim 39a:5,commentary,true
5d075dbfecfd7d299fe2e27c,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:5,Commentary of the Rosh on Nedarim 39a:7,commentary,true
5d075dbfecfd7d299fe2e27e,Rosh_on_Nedarim,,he,en,he,,Nedarim 39a:6,Commentary of the Rosh on Nedarim 39a:8,commentary,true
5d075dc0ecfd7d299fe2e280,Rosh_on_Nedarim,,he,en,he,,Nedarim 39b:2,Commentary of the Rosh on Nedarim 39b:2,commentary,true
5d075dc0ecfd7d299fe2e282,Rosh_on_Nedarim,,he,en,he,,Nedarim 39b:8,Commentary of the Rosh on Nedarim 39b:3,commentary,true
5d075dc0ecfd7d299fe2e284,Rosh_on_Nedarim,,he,en,he,,Nedarim 39b:8,Commentary of the Rosh on Nedarim 39b:4,commentary,true
5d075dc0ecfd7d299fe2e286,Rosh_on_Nedarim,,he,en,he,,Nedarim 39b:16,Commentary of the Rosh on Nedarim 39b:8,commentary,true
5d075dadecfd7d299fe2dda2,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:1,Commentary of the Rosh on Nedarim 3a:1,commentary,true
5d075dadecfd7d299fe2dda4,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:3,Commentary of the Rosh on Nedarim 3a:2,commentary,true
5d00f691ecfd7d299fe2cfb1,add_links_from_text,5d00f68decfd7d299fe2c8c3,he,,he,en,Commentary of the Rosh on Nedarim 3a:3,I Kings 12,,true
5d075dadecfd7d299fe2dda6,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:3,Commentary of the Rosh on Nedarim 3a:3,commentary,true
5d075dadecfd7d299fe2dda8,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:5,Commentary of the Rosh on Nedarim 3a:4,commentary,true
5d075dadecfd7d299fe2ddaa,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:5,Commentary of the Rosh on Nedarim 3a:5,commentary,true
5d075dadecfd7d299fe2ddac,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:7,Commentary of the Rosh on Nedarim 3a:6,commentary,true
5d075dadecfd7d299fe2ddae,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:7,Commentary of the Rosh on Nedarim 3a:7,commentary,true
5d075dadecfd7d299fe2ddb0,Rosh_on_Nedarim,,he,en,he,,Nedarim 3a:9,Commentary of the Rosh on Nedarim 3a:8,commentary,true
5d075dadecfd7d299fe2ddb2,Rosh_on_Nedarim,,he,en,he,,Nedarim 3b:1,Commentary of the Rosh on Nedarim 3b:1,commentary,true
5d075dadecfd7d299fe2ddb4,Rosh_on_Nedarim,,he,en,he,,Nedarim 3b:4,Commentary of the Rosh on Nedarim 3b:2,commentary,true
5d075dadecfd7d299fe2ddb6,Rosh_on_Nedarim,,he,en,he,,Nedarim 3b:6,Commentary of the Rosh on Nedarim 3b:3,commentary,true
5d075daeecfd7d299fe2ddb8,Rosh_on_Nedarim,,he,en,he,,Nedarim 3b:7,Commentary of the Rosh on Nedarim 3b:4,commentary,true
