1,788,19
1,805,3
2,805,4
2,809,5
3,810,1
3,823,3
4,823,4
4,829,2
5,830,1
5,832,1
6,833,1
6,845,3
7,845,4
7,850,2
8,850,3
8,851,5
9,851,6
9,854,2
10,854,3
10,856,3
11,856,4
11,877,3
12,877,4
12,885,9
13,885,10
13,890,1
14,891,1
14,901,3
16,902,1
16,907,12
17,907,13
17,915,2
18,915,3
18,919,8
19,919,9
19,923,6
20,923,7
20,923,15
21,923,16
21,930,5
22,930,6
22,933,15
23,933,16
23,936,4
24,936,5
24,937,11
25,937,12
25,938,34
26,938,35
26,938,50
27,938,51
27,938,56
28,938,57
28,940,3
29,940,4
29,940,18
30,940,19
30,940,22
31,940,23
31,941,6
32,941,7
32,949,4
33,949,5
33,964,5
34,964,6
34,966,8
