1,162,1
1,164,10
2,165,1
2,169,6
3,169,7
3,172,4
4,172,5
4,176,3
5,176,4
5,176,5
6,176,6
6,179,3
7,180,1
7,183,1
8,183,2
8,183,2
9,183,3
9,186,3
10,186,4
10,186,6
11,186,7
11,187,1
12,187,2
12,213,1
13,214,1
13,230,2
14,230,3
14,241,1
15,241,2
15,257,5
16,257,6
16,261,13
17,261,14
17,268,3
18,268,4
18,273,1
19,274,1
19,285,1
20,284,2
20,306,2
21,306,3
21,342,4
22,342,5
22,352,3
23,352,4
23,361,1
24,361,2
24,363,3
25,363,4
25,369,8
26,369,9
26,373,1
27,373,2
27,378,12
28,379,1
28,384,1
29,384,2
29,385,1
30,385,2
30,389,1
31,389,2
31,391,6
32,391,7
32,393,4
33,393,5
33,396,3
34,396,4
34,408,1
35,408,2
35,413,1
36,413,2
36,413,2
37,414,1
37,414,2
38,414,3
38,416,1
39,417,1
39,417,3
40,417,4
40,427,1
