,612,254,,,,
,614,97,,,,
,615,101,,,,
,617,95,,,,
,620,116,,,,
,621,117,,,,
,622,152,,,,
,625,159,,,,
,630,153,,,,
,635,9,,,,
,637,48,,,,
,638,46,,,,
,674,525,,,,
,675,525,,,,
,676,424,,,,
,677,589,,,,
,680,731,,,,
,692,186,,,,
,693,735,,,,
,694,459,,,,
,699,475,,,,
,708,"420, 561, 562",,,,
,715,399,,,,
,716,577,,,,
,717,776,,,,
,718,412,,,,
,728,455,,,,
,730,645,,,,
,733,732,,,,
,747,638,,,,
,795,144,,,,
,809,642,,,,
,817,634,,,,
,825,587,,,,
,827,425,,,,
,828,655,,,,
,829,473,,,,
,830,639,,,,
,831,640,,,,
,833,754,,,,
,834,"667, 721",,,,
,835,644,,,,
,836,510,,,,
,837,464,,,,
,839,622,,,,
,841,172,,,,
,842,650,,,,
,843,713,,,,
,844,782,,,,
,846,426,,,,
,848,690,,,,
,855,385,,,,
,856,674,,,,
,857,377,,,,
,858,260,,,,
,859,443,,,,
,860,335,,,,
,864,249,,,,
,868,160,,,,
,915,"420, 561, 562",,,,
,916,612,,,,
,918,552,,,,
,919,422,,,,
,925,24,,,,
,926,359,,,,
,934,370,,,,
,935,716,,,,
,938,173,,,,
,939,258,,,,
,941,579,,,,
,942,533,,,,
,943,"547, 561",,,,
,944,549,,,,
,945,404,,,,
,946,"303, 312, 314, 315, 317, 330",,,,
,947,299,,,,
,948,520,,,,
,949,209,,,,
,950,413,,,,
,953,629,,,,
,960,393,,,,
,961,619,,,,
,962,467,,,,
,963,741,,,,
,964,358,,,,
,966,361,,,,
,968,530,,,,
,969,137,,,,
,970,524,,,,
,971,252,,,,
,972,429,,,,
,973,436,,,,
,975,390,,,,
,976,637,,,,
,977,628,,,,
,978,453,,,,
,980,590,,,,
,981,360,,,,
,982,675,,,,
,983,544,,,,
,985,147,,,,
,986,147,,,,
,987,332,,,,
,988,332,,,,
,989,142,,,,
,992,"93, 583, 585",,,,
,993,268,,,,
,994,775,,,,
,995,557,,,,
,996,515,,,,
,997,620,,,,
,999,200,,,,
,1000,375,,,,
,1001,594,,,,
,1002,728,,,,
,1004,663,,,,
,1005,611,,,,
,1006,438,,,,
,1007,461,,,,
,1008,"146, 613",,,,
,1009,652,,,,
,1011,656,,,,
,1012,593,,,,
,1013,635,,,,
,1015,273,,,,
,1016,527,,,,
,1017,697,,,,
