PRAGUE,8,530,,,,
,13,36,,,,
,18,225,,,,
,19,269,,,,
,20,239,,,,
,25,109,,,,
,26,109,,,,
,27,109,,,,
,28,"498, 499",,,,
,29,499,,,,
,30,384,,,,
,31,"42, 66",,,,
,32,648,,,,
,33,113,,,,
,34,677,,,,
,35,651,,,,
,36,492,,,,
,37,758,,,,
,38,591,,,,
,39,576,,,,
,40,30,,,,
,41,30,,,,
,42,31,,,,
,46,"405, 602",,,,
,49,46,,,,
,50,"258, 422",,,,
,57,81,,,,
,58,112,,,,
,59,"17, 94",,,,
,60,74,,,,
,61,231,,,,
,65,45,,,,
,66,"82, 89",,,,
,67,34,,,,
,68,5,,,,
,69,212,,,,
,70,35,,,,
,71,27,,,,
,72,751,,,,
,73,201,,,,
,74,193,,,,
,75,194,,,,
,76,80,,,,
,77,752,,,,
,78,228,,,,
,79,248,,,,
,81,297,,,,
,82,291,,,,
,83,485,,,,
,84,684,,,,
,85,753,,,,
,86,431,,,,
,87,376,,,,
,88,654,,,,
,89,60,,,,
,90,537,,,,
,91,454,,,,
,92,"47, 505",,,,
,93,618,,,,
,94,38,,,,
,95,77,,,,
,96,43,,,,
,97,"261, 363",,,,
,98,242,,,,
,99,362,,,,
,100,"73, 107, 605",,,,
,101,594,,,,
,102,624,,,,
,103,772,,,,
,104,578,,,,
,105,607,,,,
,106,563,,,,
,107,13,,,,
,108,12,,,,
,109,448,,,,
,110,"15, 649",,,,
,115,422,,,,
,116,487,,,,
,117,333,,,,
,118,538,,,,
,119,664,,,,
,121,103,,,,
,130,633,,,,
,131,546,,,,
,132,183,,,,
,133,270,,,,
,136,672,,,,
,137,"534, 755",,,,
,139,22,,,,
,140,743,,,,
,141,744,,,,
,142,"75, 132",,,,
,143,506,,,,
,145,440,,,,
,146,131,,,,
,147,198,,,,
,148,780,,,,
,149,196,,,,
,150,145,,,,
,166,418,,,,
,170,646,,,,
,176,358,,,,
,201,717,,,,
,204,179,,,,
,210,442,,,,
,211,354,,,,
,212,699,,,,
,213,708,,,,
,224,368,,,,
,225,469,,,,
,227,569,,,,
,228,303,,,,
,229,458,,,,
,230,307,,,,
,231,"598, 599",,,,
,232,288,,,,
,233,539,,,,
,234,540,,,,
,235,541,,,,
,236,542,,,,
,237,509,,,,
,238,509,,,,
,239,509,,,,
,242,411,,,,
,243,342,,,,
,244,342,,,,
,245,670,,,,
,247,670,,,,
,248,692,,,,
,250,280,,,,
,251,280,,,,
,254,614,,,,
,271,736,,,,
,272,478,,,,
,276,471,,,,
,277,627,,,,
,284,325,,,,
,285,255,,,,
,286,199,,,,
,294,86,,,,
,295,"57, 83",,,,
,296,417,,,,
,307,608,,,,
,309,233,,,,
,317,79,,,,
,321,496,,,,
,322,"11, 230",,,,
,324,207,,,,
,325,621,,,,
,326,629,,,,
,327,452,,,,
,330,28,,,,
,331,553,,,,
,332,406,,,,
,333,407,,,,
,334,350,,,,
,342,187,,,,
,343,187,,,,
,344,659,,,,
,351,214,,,,
,352,26,,,,
,354,142,,,,
,359,545,,,,
,371,250,,,,
,382,595,,,,
,420,673,,,,
,421,673,,,,
,422,59,,,,
,423,232,,,,
,424,3,,,,
,425,2,,,,
,426,16,,,,
,427,50,,,,
,429,115,,,,
,430,237,,,,
,431,785,,,,
,432,274,,,,
,434,757,,,,
,435,757,,,,
,436,238,,,,
,437,235,,,,
,438,63,,,,
,439,118,,,,
,404,119,,,,
,441,65,,,,
,442,313,,,,
,443,313,,,,
,444,1,,,,
,447,727,,,,
,460,765,,,,
,475,689,,,,
,488,747,,,,
,490,624,,,,
,491,387,,,,
,492,383,,,,
,493,166,,,,
,494,166,,,,
,495,488,,,,
,496,486,,,,
,500,167,,,,
,519,269,,,,
,520,269,,,,
,521,414,,,,
,522,415,,,,
,523,402,,,,
,524,403,,,,
,525,416,,,,
,526,389,,,,
,527,543,,,,
,528,543,,,,
,529,7,,,,
,530,8,,,,
,531,100,,,,
,532,39,,,,
,541,197,,,,
,543,657,,,,
,544,396,,,,
,547,737,,,,
,548,737,,,,
,562,382,,,,
,569,380,,,,
,574,302,,,,
,575,647,,,,
,586,273,,,,
,592,703,,,,
,593,706,,,,
,595,173,,,,
,599,768,,,,
,604,229,,,,
,605,181,,,,
,606,623,,,,
