CREMONA,1,454,,,,
,2,756,,,,
,3,"505, 747",,,,
,4,505,,,,
,5,47,,,,
,6,594,,,,
,7,"138, 448, 618",,,,
,8,"12, 135, 448",,,,
,9,604,,,,
,10,552,,,,
,11,496,,,,
,12,624,,,,
,13,630,,,,
,14,106,,,,
,15,624,,,,
,16,624,,,,
,20,48,,,,
,21,"11, 230",,,,
,22,207,,,,
,23,506,,,,
,24,216,,,,
,25,696,,,,
,26,"722, 726",,,,
,27,722,,,,
,28,726,,,,
,29,392,,,,
,30,342,,,,
,31,258,,,,
,32,573,,,,
,33,573,,,,
,34,633,,,,
,35,774,,,,
,36,282,,,,
,37,4,,,,
,38,673,,,,
,39,59,,,,
,40,"2,232",,,,
,41,"3, 16, 50",,,,
,42,32,,,,
,43,701,,,,
,44,49,,,,
,45,72,,,,
,46,"73, 107",,,,
,47,605,,,,
,48,"420, 561",,,,
,49,"562, 612",,,,
,50,629,,,,
,51,58,,,,
,52,475,,,,
,53,583,,,,
,54,585,,,,
,55,93,,,,
,56,440,,,,
,57,131,,,,
,58,198,,,,
,59,780,,,,
,60,196,,,,
,61,145,,,,
,62,177,,,,
,63,"498, 499",,,,
,64,499,,,,
,65,384,,,,
,66,"26, 214",,,,
,67,695,,,,
,68,66,,,,
,69,42,,,,
,70,648,,,,
,76,466,,,,
,81,381,,,,
,82,"531, 686",,,,
,84,442,,,,
,85,"354, 699",,,,
,86,255,,,,
,87,199,,,,
,88,339,,,,
,93,306,,,,
,94,306,,,,
,95,323,,,,
,96,366,,,,
,97,671,,,,
,98,395,,,,
,99,489,,,,
,100,56,,,,
,101,203,,,,
,102,413,,,,
,103,404,,,,
,104,723,,,,
,105,565,,,,
,106,277,,,,
,107,275,,,,
,108,213,,,,
,109,204,,,,
,110,483,,,,
,111,554,,,,
,112,38,,,,
,113,484,,,,
,114,698,,,,
,115,683,,,,
,116,692,,,,
,117,283,,,,
,118,219,,,,
,119,740,,,,
,120,451,,,,
,121,558,,,,
,122,668,,,,
,123,763,,,,
,124,"150, 165",,,,
,125,752,,,,
,126,286,,,,
,127,324,,,,
,128,324,,,,
,129,324,,,,
,130,324,,,,
,131,324,,,,
,140,349,,,,
,141,14,,,,
,150,300,,,,
,151,262,,,,
,156,559,,,,
,157,411,,,,
,158,523,,,,
,159,264,,,,
,160,397,,,,
,161,245,,,,
,162,476,,,,
,164,494,,,,
,166,441,,,,
,167,"430, 566",,,,
,171,623,,,,
,172,687,,,,
,175,434,,,,
,176,434,,,,
,178,43,,,,
,179,43,,,,
,180,679,,,,
,183,46,,,,
,185,"319, 770",,,,
,186,651,,,,
,187,492,,,,
,188,591,,,,
,189,672,,,,
,190,534,,,,
,191,755,,,,
,192,331,,,,
,193,517,,,,
,194,254,,,,
,195,348,,,,
,196,652,,,,
,197,652,,,,
,198,197,,,,
,199,373,,,,
,200,"51, 110",,,,
,202,658,,,,
,205,332,,,,
,206,677,,,,
,207,418,,,,
,208,510,,,,
,209,21,,,,
,210,263,,,,
,211,427,,,,
,212,704,,,,
,214,783,,,,
,215,391,,,,
,216,226,,,,
,217,284,,,,
,218,285,,,,
,219,449,,,,
,220,681,,,,
,221,569,,,,
,222,550,,,,
,223,610,,,,
,224,428,,,,
,227,452,,,,
,230,401,,,,
,231,766,,,,
,233,122,,,,
,234,"513, 514",,,,
,235,520,,,,
,236,526,,,,
,237,497,,,,
,238,"502, 503",,,,
,239,501,,,,
,240,504,,,,
,241,521,,,,
,242,521,,,,
,243,358,,,,
,244,383,,,,
,245,421,,,,
,246,410,,,,
,247,760,,,,
,248,289,,,,
,249,10,,,,
,250,327,,,,
,251,682,,,,
,252,318,,,,
,253,148,,,,
,254,148,,,,
,255,148,,,,
,256,659,,,,
,257,139,,,,
,258,649,,,,
,259,731,,,,
,260,340,,,,
,261,474,,,,
,262,592,,,,
,263,328,,,,
,264,369,,,,
,265,730,,,,
,266,334,,,,
,267,366,,,,
,268,305,,,,
,269,725,,,,
,270,479,,,,
,271,299,,,,
,272,707,,,,
,273,703,,,,
,274,398,,,,
,275,365,,,,
,276,656,,,,
,277,656,,,,
,278,388,,,,
,279,388,,,,
,280,402,,,,
,281,"403, 416",,,,
,282,389,,,,
,283,697,,,,
,284,697,,,,
,285,183,,,,
,286,380,,,,
,287,368,,,,
,288,363,,,,
,289,390,,,,
,290,636,,,,
,291,298,,,,
,292,536,,,,
,293,470,,,,
,294,490,,,,
,295,711,,,,
,296,486,,,,
,297,480,,,,
,298,182,,,,
,299,166,,,,
,300,166,,,,
,301,712,,,,
,302,626,,,,
,303,626,,,,
,304,310,,,,
,305,609,,,,
,306,609,,,,
,308,705,,,,
,309,149,,,,
,310,749,,,,
,311,495,,,,
,312,222,,,,
,313,223,,,,
,314,237,,,,
,315,733,,,,
