Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Bamidbar 1",במדבר סיני,Numbers 1:1
"Aderet Eliyahu, Bamidbar 2","לפי שאלו ב' הסדרו' ב""וב נאמרו לו בה""ם במ' יום לפיכ' כת' כאן במדב' סינ",
"Aderet Eliyahu, Bamidbar 3",לאשר כו' לגד כו',
"Aderet Eliyahu, Bamidbar 4",ויהיו בני ראובן בכר ישראל כו',Numbers 1:20
"Aderet Eliyahu, Bamidbar 5",תולדתם למשפחתם,Numbers 1:20
"Aderet Eliyahu, Bamidbar 6","י""",
"Aderet Eliyahu, Bamidbar 7","ענין פה אל פה אדבר בו ומראה ולא בחידות כי הנו""ק מקומה בקו האמצעי וש",
