Aderet Eliyahu Ref,Aderet Eliyah Text,Torah Ref
"Aderet Eliyahu, Vaera 1",לכן אמר כו' והוצאתי אתכם כו' זו שעבוד לבנים וכל עבודתם בפרך,
"Aderet Eliyahu, Vaera 2",והצלתי אתכם כו' שלא תהיו עוד עבדים למצרים,
"Aderet Eliyahu, Vaera 3",וגאלתי אתכם כו' הוא יציאתם ממצרים,
"Aderet Eliyahu, Vaera 4","ולקחתי כו' והייתי כו' הוא מתן תורה כמ""ש ואתם תהיו לי לעם כו' וז""ש כא",
"Aderet Eliyahu, Vaera 5",והבאתי אתכם כו' הוא ביאתן לאר,
"Aderet Eliyahu, Vaera 6",ונתתי כו' הוא ירושה וישיבה שם,
