Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
68b:46		גניבה	2.15						0	http://www.sefaria.org/Bava_Kamma.68b:46	sefaria.org/Mishneh_Torah,_Theft.2.15					Bava_Kamma.68b:46	Mishneh_Torah,_Theft.2.15			
69a:1		גניבה	2.15						0	http://www.sefaria.org/Bava_Kamma.69a:1	sefaria.org/Mishneh_Torah,_Theft.2.15					Bava_Kamma.69a:1	Mishneh_Torah,_Theft.2.15			
69a:9		מעשר שני ונטע רבעי	9.7						0	http://www.sefaria.org/Bava_Kamma.69a:9	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7					Bava_Kamma.69a:9	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7			
69a:11		מעשר שני ונטע רבעי	9.7						0	http://www.sefaria.org/Bava_Kamma.69a:11	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7					Bava_Kamma.69a:11	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7			
69a:13		טומאת מת	8.9						0	http://www.sefaria.org/Bava_Kamma.69a:13	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.8.9					Bava_Kamma.69a:13	Mishneh_Torah,_Defilement_by_a_Corpse.8.9			
69a:15		טומאת מת	8.9						0	http://www.sefaria.org/Bava_Kamma.69a:15	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.8.9					Bava_Kamma.69a:15	Mishneh_Torah,_Defilement_by_a_Corpse.8.9			
69a:18-19		מעשר שני ונטע רבעי	9.7						0	http://www.sefaria.org/Bava_Kamma.69a:18-19	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7					Bava_Kamma.69a:18-19	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7			
69a:20		מעשר שני ונטע רבעי	9.7						0	http://www.sefaria.org/Bava_Kamma.69a:20	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7					Bava_Kamma.69a:20	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.9.7			
69b:2		מעשרות	7.1	עשין	135				0	http://www.sefaria.org/Bava_Kamma.69b:2	sefaria.org/Mishneh_Torah,_Tithes.7.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.135				Bava_Kamma.69b:2	Mishneh_Torah,_Tithes.7.1	Sefer_Mitzvot_Gadol,_Volume_Two.135		
69b:8		שמיטה ויובל	11.20						0	http://www.sefaria.org/Bava_Kamma.69b:8	sefaria.org/Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.11.20					Bava_Kamma.69b:8	Mishneh_Torah,_Sabbatical_Year_and_the_Jubilee.11.20			
69b:32		מעשר שני ונטע רבעי	3.17	לאוין	264				0	http://www.sefaria.org/Bava_Kamma.69b:32	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.264				Bava_Kamma.69b:32	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.17	Sefer_Mitzvot_Gadol,_Volume_One.264		
70a:10		שלוחין ושותפין	3.6	עשין	82	ח"מ	123.1	ח"מ	123	http://www.sefaria.org/Bava_Kamma.70a:10	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.123.1	sefaria.org/Tur,_Choshen_Mishpat.123	rif	Bava_Kamma.70a:10	Mishneh_Torah,_Agents_and_Partners.3.6	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.123.1	Tur,_Choshen_Mishpat.123
70a:13		שלוחין ושותפין	3.1	עשין	82	ח"מ	122.4	ח"מ	122	http://www.sefaria.org/Bava_Kamma.70a:13	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.122.4	sefaria.org/Tur,_Choshen_Mishpat.122		Bava_Kamma.70a:13	Mishneh_Torah,_Agents_and_Partners.3.1	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.122.4	Tur,_Choshen_Mishpat.122
70a:15-16		שלוחין ושותפין	3.1	עשין	82	ח"מ	122.4	ח"מ	122	http://www.sefaria.org/Bava_Kamma.70a:15-16	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.122.4	sefaria.org/Tur,_Choshen_Mishpat.122		Bava_Kamma.70a:15-16	Mishneh_Torah,_Agents_and_Partners.3.1	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.122.4	Tur,_Choshen_Mishpat.122
70a:18		שלוחין ושותפין	3.2			ח"מ	122.5	ח"מ	122	http://www.sefaria.org/Bava_Kamma.70a:18	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.122.5	sefaria.org/Tur,_Choshen_Mishpat.122		Bava_Kamma.70a:18	Mishneh_Torah,_Agents_and_Partners.3.2		Shulchan_Arukh,_Choshen_Mishpat.122.5	Tur,_Choshen_Mishpat.122
70a:22-23		שלוחין ושותפין	3.1			ח"מ	122.6	ח"מ	122	http://www.sefaria.org/Bava_Kamma.70a:22-23	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.122.6	sefaria.org/Tur,_Choshen_Mishpat.122		Bava_Kamma.70a:22-23	Mishneh_Torah,_Agents_and_Partners.3.1		Shulchan_Arukh,_Choshen_Mishpat.122.6	Tur,_Choshen_Mishpat.122
70a:29		שלוחין ושותפין	3.1			ח"מ	122.6	ח"מ	122	http://www.sefaria.org/Bava_Kamma.70a:29	sefaria.org/Mishneh_Torah,_Agents_and_Partners.3.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.122.6	sefaria.org/Tur,_Choshen_Mishpat.122		Bava_Kamma.70a:29	Mishneh_Torah,_Agents_and_Partners.3.1		Shulchan_Arukh,_Choshen_Mishpat.122.6	Tur,_Choshen_Mishpat.122
70a:30		גניבה	1.6					ח"מ	350	http://www.sefaria.org/Bava_Kamma.70a:30	sefaria.org/Mishneh_Torah,_Theft.1.6			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70a:30	Mishneh_Torah,_Theft.1.6			Tur,_Choshen_Mishpat.350
70a:30		גניבה	3.7						0	http://www.sefaria.org/Bava_Kamma.70a:30	sefaria.org/Mishneh_Torah,_Theft.3.7					Bava_Kamma.70a:30	Mishneh_Torah,_Theft.3.7			
70a:31		גניבה	3.5					ח"מ	350	http://www.sefaria.org/Bava_Kamma.70a:31	sefaria.org/Mishneh_Torah,_Theft.3.5			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70a:31	Mishneh_Torah,_Theft.3.5			Tur,_Choshen_Mishpat.350
70a:31		גניבה	3.2							http://www.sefaria.org/Bava_Kamma.70a:31	sefaria.org/Mishneh_Torah,_Theft.3.2					Bava_Kamma.70a:31	Mishneh_Torah,_Theft.3.2			
70a:31		גניבה	2.6						0	http://www.sefaria.org/Bava_Kamma.70a:31	sefaria.org/Mishneh_Torah,_Theft.2.6					Bava_Kamma.70a:31	Mishneh_Torah,_Theft.2.6			
70a:32		גניבה	2.9					ח"מ	350	http://www.sefaria.org/Bava_Kamma.70a:32	sefaria.org/Mishneh_Torah,_Theft.2.9			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70a:32	Mishneh_Torah,_Theft.2.9			Tur,_Choshen_Mishpat.350
70b:12-13		עדות	4.7	עשין	109	ח"מ	30.13	ח"מ	30	http://www.sefaria.org/Bava_Kamma.70b:12-13	sefaria.org/Mishneh_Torah,_Testimony.4.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.109	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.30.13	sefaria.org/Tur,_Choshen_Mishpat.30		Bava_Kamma.70b:12-13	Mishneh_Torah,_Testimony.4.7	Sefer_Mitzvot_Gadol,_Volume_Two.109	Shulchan_Arukh,_Choshen_Mishpat.30.13	Tur,_Choshen_Mishpat.30
70b:15-16		עדות	4.7	עשין	109	ח"מ	30.13	ח"מ	30	http://www.sefaria.org/Bava_Kamma.70b:15-16	sefaria.org/Mishneh_Torah,_Testimony.4.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.109	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.30.13	sefaria.org/Tur,_Choshen_Mishpat.30		Bava_Kamma.70b:15-16	Mishneh_Torah,_Testimony.4.7	Sefer_Mitzvot_Gadol,_Volume_Two.109	Shulchan_Arukh,_Choshen_Mishpat.30.13	Tur,_Choshen_Mishpat.30
70b:22								ח"מ	350	http://www.sefaria.org/Bava_Kamma.70b:22				sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70b:22				Tur,_Choshen_Mishpat.350
70b:26		גניבה	3.5					ח"מ	350	http://www.sefaria.org/Bava_Kamma.70b:26	sefaria.org/Mishneh_Torah,_Theft.3.5			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70b:26	Mishneh_Torah,_Theft.3.5			Tur,_Choshen_Mishpat.350
70b:31		גניבה	3.5					ח"מ	350	http://www.sefaria.org/Bava_Kamma.70b:31	sefaria.org/Mishneh_Torah,_Theft.3.5			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.70b:31	Mishneh_Torah,_Theft.3.5			Tur,_Choshen_Mishpat.350
70b:34		איסורי המזבח	4.8	לאוין	316				0	http://www.sefaria.org/Bava_Kamma.70b:34	sefaria.org/Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.316				Bava_Kamma.70b:34	Mishneh_Torah,_Things_Forbidden_on_the_Alter.4.8	Sefer_Mitzvot_Gadol,_Volume_One.316		
71a:5		גניבה	3.1					ח"מ	350	http://www.sefaria.org/Bava_Kamma.71a:5	sefaria.org/Mishneh_Torah,_Theft.3.1			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71a:5	Mishneh_Torah,_Theft.3.1			Tur,_Choshen_Mishpat.350
71a:5		נערה בתולה	1.11						0	http://www.sefaria.org/Bava_Kamma.71a:5	sefaria.org/Mishneh_Torah,_Virgin_Maiden.1.11					Bava_Kamma.71a:5	Mishneh_Torah,_Virgin_Maiden.1.11			
71a:5		סנהדרין והעונשין המסורין להם	18.2						0	http://www.sefaria.org/Bava_Kamma.71a:5	sefaria.org/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.18.2					Bava_Kamma.71a:5	Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.18.2			
71a:5		תרומות	6.6						0	http://www.sefaria.org/Bava_Kamma.71a:5	sefaria.org/Mishneh_Torah,_Heave_Offerings.6.6					Bava_Kamma.71a:5	Mishneh_Torah,_Heave_Offerings.6.6			
71a:5		חובל ומזיק	4.9						0	http://www.sefaria.org/Bava_Kamma.71a:5	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.4.9					Bava_Kamma.71a:5	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.4.9			
71a:14		גניבה	3.3	עשין	7.1			ח"מ	350	http://www.sefaria.org/Bava_Kamma.71a:14	sefaria.org/Mishneh_Torah,_Theft.3.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.7.1		sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71a:14	Mishneh_Torah,_Theft.3.3	Sefer_Mitzvot_Gadol,_Volume_Two.7.1		Tur,_Choshen_Mishpat.350
71a:14						ח"מ	351	ח"מ	351	http://www.sefaria.org/Bava_Kamma.71a:14			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.351	sefaria.org/Tur,_Choshen_Mishpat.351		Bava_Kamma.71a:14			Shulchan_Arukh,_Choshen_Mishpat.351	Tur,_Choshen_Mishpat.351
71a:18		גניבה	3.6					ח"מ	350	http://www.sefaria.org/Bava_Kamma.71a:18	sefaria.org/Mishneh_Torah,_Theft.3.6			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71a:18	Mishneh_Torah,_Theft.3.6			Tur,_Choshen_Mishpat.350
71a:23		גניבה	3.6					ח"מ	350	http://www.sefaria.org/Bava_Kamma.71a:23	sefaria.org/Mishneh_Torah,_Theft.3.6			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71a:23	Mishneh_Torah,_Theft.3.6			Tur,_Choshen_Mishpat.350
71a:34		שחיטה	12.6	עשין	64	י"ד	16.9	י"ד	16	http://www.sefaria.org/Bava_Kamma.71a:34	sefaria.org/Mishneh_Torah,_Ritual_Slaughter.12.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.64	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.16.9	sefaria.org/Tur,_Yoreh_Deah.16		Bava_Kamma.71a:34	Mishneh_Torah,_Ritual_Slaughter.12.6	Sefer_Mitzvot_Gadol,_Volume_Two.64	Shulchan_Arukh,_Yoreh_De'ah.16.9	Tur,_Yoreh_Deah.16
71a:34		שחיטה	14.4	עשין	71	י"ד	28.17	י"ד	28	http://www.sefaria.org/Bava_Kamma.71a:34	sefaria.org/Mishneh_Torah,_Ritual_Slaughter.14.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.28.17	sefaria.org/Tur,_Yoreh_Deah.28		Bava_Kamma.71a:34	Mishneh_Torah,_Ritual_Slaughter.14.4	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Yoreh_De'ah.28.17	Tur,_Yoreh_Deah.28
71a:34		גניבה	2.8					ח"מ	350	http://www.sefaria.org/Bava_Kamma.71a:34	sefaria.org/Mishneh_Torah,_Theft.2.8			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71a:34	Mishneh_Torah,_Theft.2.8			Tur,_Choshen_Mishpat.350
71a:37		שחיטה	1.29	עשין	63	י"ד	11.2	י"ד	11	http://www.sefaria.org/Bava_Kamma.71a:37	sefaria.org/Mishneh_Torah,_Ritual_Slaughter.1.29	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.63	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.11.2	sefaria.org/Tur,_Yoreh_Deah.11		Bava_Kamma.71a:37	Mishneh_Torah,_Ritual_Slaughter.1.29	Sefer_Mitzvot_Gadol,_Volume_Two.63	Shulchan_Arukh,_Yoreh_De'ah.11.2	Tur,_Yoreh_Deah.11
71a:43		שבת	6.23	לאוין	65	א"ח	318.1	א"ח	318	http://www.sefaria.org/Bava_Kamma.71a:43	sefaria.org/Mishneh_Torah,_Sabbath.6.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.318.1	sefaria.org/Tur,_Orach_Chaim.318		Bava_Kamma.71a:43	Mishneh_Torah,_Sabbath.6.23	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.318.1	Tur,_Orach_Chaim.318
71a:60		שבת	6.23	לאוין	65	א"ח	318.1	א"ח	318	http://www.sefaria.org/Bava_Kamma.71a:60	sefaria.org/Mishneh_Torah,_Sabbath.6.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.318.1	sefaria.org/Tur,_Orach_Chaim.318		Bava_Kamma.71a:60	Mishneh_Torah,_Sabbath.6.23	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.318.1	Tur,_Orach_Chaim.318
71b:46		גניבה	3.10					ח"מ	350	http://www.sefaria.org/Bava_Kamma.71b:46	sefaria.org/Mishneh_Torah,_Theft.3.10			sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.71b:46	Mishneh_Torah,_Theft.3.10			Tur,_Choshen_Mishpat.350
72a:19		גניבה	2.8						0	http://www.sefaria.org/Bava_Kamma.72a:19	sefaria.org/Mishneh_Torah,_Theft.2.8					Bava_Kamma.72a:19	Mishneh_Torah,_Theft.2.8			
72a:19		שחיטה	2.3						0	http://www.sefaria.org/Bava_Kamma.72a:19	sefaria.org/Mishneh_Torah,_Ritual_Slaughter.2.3					Bava_Kamma.72a:19	Mishneh_Torah,_Ritual_Slaughter.2.3			
72b:9		עדות	21.6						0	http://www.sefaria.org/Bava_Kamma.72b:9	sefaria.org/Mishneh_Torah,_Testimony.21.6					Bava_Kamma.72b:9	Mishneh_Torah,_Testimony.21.6			
72b:10		עדות	21.6						0	http://www.sefaria.org/Bava_Kamma.72b:10	sefaria.org/Mishneh_Torah,_Testimony.21.6					Bava_Kamma.72b:10	Mishneh_Torah,_Testimony.21.6			
72b:11		עדות	21.6						0	http://www.sefaria.org/Bava_Kamma.72b:11	sefaria.org/Mishneh_Torah,_Testimony.21.6					Bava_Kamma.72b:11	Mishneh_Torah,_Testimony.21.6			
72b:12		עדות	21.6						0	http://www.sefaria.org/Bava_Kamma.72b:12	sefaria.org/Mishneh_Torah,_Testimony.21.6					Bava_Kamma.72b:12	Mishneh_Torah,_Testimony.21.6			
72b:13		עדות	10.4	לאוין	214	ח"מ	34.8	ח"מ	34	http://www.sefaria.org/Bava_Kamma.72b:13	sefaria.org/Mishneh_Torah,_Testimony.10.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.214	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.34.8	sefaria.org/Tur,_Choshen_Mishpat.34		Bava_Kamma.72b:13	Mishneh_Torah,_Testimony.10.4	Sefer_Mitzvot_Gadol,_Volume_One.214	Shulchan_Arukh,_Choshen_Mishpat.34.8	Tur,_Choshen_Mishpat.34
73a:26		עדות	20.3						0	http://www.sefaria.org/Bava_Kamma.73a:26	sefaria.org/Mishneh_Torah,_Testimony.20.3					Bava_Kamma.73a:26	Mishneh_Torah,_Testimony.20.3			
73a:29		אבל	8.8	עשין	96	י"ד	234.31	י"ד	234	http://www.sefaria.org/Bava_Kamma.73a:29	sefaria.org/Mishneh_Torah,_Mourning.8.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.96	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.234.31	sefaria.org/Tur,_Yoreh_Deah.234		Bava_Kamma.73a:29	Mishneh_Torah,_Mourning.8.8	Sefer_Mitzvot_Gadol,_Volume_Two.96	Shulchan_Arukh,_Yoreh_De'ah.234.31	Tur,_Yoreh_Deah.234
73a:29		שבועות	2.18	עשין	107	י"ד	234.32	י"ד	234	http://www.sefaria.org/Bava_Kamma.73a:29	sefaria.org/Mishneh_Torah,_Oaths.2.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.107	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.234.32	sefaria.org/Tur,_Yoreh_Deah.234		Bava_Kamma.73a:29	Mishneh_Torah,_Oaths.2.18	Sefer_Mitzvot_Gadol,_Volume_Two.107	Shulchan_Arukh,_Yoreh_De'ah.234.32	Tur,_Yoreh_Deah.234
73a:29		עדות	20.3	לאוין	241	י"ד	234.33	י"ד	234	http://www.sefaria.org/Bava_Kamma.73a:29	sefaria.org/Mishneh_Torah,_Testimony.20.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.241	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.234.33	sefaria.org/Tur,_Yoreh_Deah.234		Bava_Kamma.73a:29	Mishneh_Torah,_Testimony.20.3	Sefer_Mitzvot_Gadol,_Volume_One.241	Shulchan_Arukh,_Yoreh_De'ah.234.33	Tur,_Yoreh_Deah.234
73a:29		נחלות	6.6			י"ד	340.24	י"ד	340	http://www.sefaria.org/Bava_Kamma.73a:29	sefaria.org/Mishneh_Torah,_Inheritances.6.6		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.340.24	sefaria.org/Tur,_Yoreh_Deah.340		Bava_Kamma.73a:29	Mishneh_Torah,_Inheritances.6.6		Shulchan_Arukh,_Yoreh_De'ah.340.24	Tur,_Yoreh_Deah.340
73a:29		תמורה	2.4			י"ד	340.25	י"ד	340	http://www.sefaria.org/Bava_Kamma.73a:29	sefaria.org/Mishneh_Torah,_Substitution.2.4		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.340.25	sefaria.org/Tur,_Yoreh_Deah.340		Bava_Kamma.73a:29	Mishneh_Torah,_Substitution.2.4		Shulchan_Arukh,_Yoreh_De'ah.340.25	Tur,_Yoreh_Deah.340
73a:29						ח"מ	29.1	ח"מ	29	http://www.sefaria.org/Bava_Kamma.73a:29			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.29.1	sefaria.org/Tur,_Choshen_Mishpat.29		Bava_Kamma.73a:29			Shulchan_Arukh,_Choshen_Mishpat.29.1	Tur,_Choshen_Mishpat.29
73a:29						ח"מ	281.7	ח"מ	281	http://www.sefaria.org/Bava_Kamma.73a:29			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.281.7	sefaria.org/Tur,_Choshen_Mishpat.281		Bava_Kamma.73a:29			Shulchan_Arukh,_Choshen_Mishpat.281.7	Tur,_Choshen_Mishpat.281
73b:6		תמורה	2.4	לאוין	345				0	http://www.sefaria.org/Bava_Kamma.73b:6	sefaria.org/Mishneh_Torah,_Substitution.2.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.345				Bava_Kamma.73b:6	Mishneh_Torah,_Substitution.2.4	Sefer_Mitzvot_Gadol,_Volume_One.345		
73b:11		תמורה	2.4	לאוין	345				0	http://www.sefaria.org/Bava_Kamma.73b:11	sefaria.org/Mishneh_Torah,_Substitution.2.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.345				Bava_Kamma.73b:11	Mishneh_Torah,_Substitution.2.4	Sefer_Mitzvot_Gadol,_Volume_One.345		
73b:13		שבועות	2.16						0	http://www.sefaria.org/Bava_Kamma.73b:13	sefaria.org/Mishneh_Torah,_Oaths.2.16					Bava_Kamma.73b:13	Mishneh_Torah,_Oaths.2.16			
73b:13		עדות	20.3						0	http://www.sefaria.org/Bava_Kamma.73b:13	sefaria.org/Mishneh_Torah,_Testimony.20.3					Bava_Kamma.73b:13	Mishneh_Torah,_Testimony.20.3			
73b:16		עדות	18.4	עשין	110			ח"מ	38	http://www.sefaria.org/Bava_Kamma.73b:16	sefaria.org/Mishneh_Torah,_Testimony.18.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.110		sefaria.org/Tur,_Choshen_Mishpat.38		Bava_Kamma.73b:16	Mishneh_Torah,_Testimony.18.4	Sefer_Mitzvot_Gadol,_Volume_Two.110		Tur,_Choshen_Mishpat.38
73b:24		עדות	21.4						0	http://www.sefaria.org/Bava_Kamma.73b:24	sefaria.org/Mishneh_Torah,_Testimony.21.4					Bava_Kamma.73b:24	Mishneh_Torah,_Testimony.21.4			
73b:34		עדות	21.4						0	http://www.sefaria.org/Bava_Kamma.73b:34	sefaria.org/Mishneh_Torah,_Testimony.21.4					Bava_Kamma.73b:34	Mishneh_Torah,_Testimony.21.4			
74a:7		עדות	19.2						0	http://www.sefaria.org/Bava_Kamma.74a:7	sefaria.org/Mishneh_Torah,_Testimony.19.2					Bava_Kamma.74a:7	Mishneh_Torah,_Testimony.19.2			
74b:3		עבדים	5.14	עשין	71	י"ד	267.39	י"ד	267	http://www.sefaria.org/Bava_Kamma.74b:3	sefaria.org/Mishneh_Torah,_Slaves.5.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.267.39	sefaria.org/Tur,_Yoreh_Deah.267		Bava_Kamma.74b:3	Mishneh_Torah,_Slaves.5.14	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Yoreh_De'ah.267.39	Tur,_Yoreh_Deah.267
74b:3		חובל ומזיק	4.11	עשין	87				0	http://www.sefaria.org/Bava_Kamma.74b:3	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.4.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.87				Bava_Kamma.74b:3	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.4.11	Sefer_Mitzvot_Gadol,_Volume_Two.87		
74b:19		סנהדרין והעונשין המסורין להם	18.2						0	http://www.sefaria.org/Bava_Kamma.74b:19	sefaria.org/Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.18.2					Bava_Kamma.74b:19	Mishneh_Torah,_The_Sanhedrin_and_the_Penalties_within_their_Jurisdiction.18.2			
74b:27		גניבה	3.7	עשין	71			ח"מ	350	http://www.sefaria.org/Bava_Kamma.74b:27	sefaria.org/Mishneh_Torah,_Theft.3.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71		sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.74b:27	Mishneh_Torah,_Theft.3.7	Sefer_Mitzvot_Gadol,_Volume_Two.71		Tur,_Choshen_Mishpat.350
74b:28		גניבה	3.3	עשין	71			ח"מ	350	http://www.sefaria.org/Bava_Kamma.74b:28	sefaria.org/Mishneh_Torah,_Theft.3.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71		sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.74b:28	Mishneh_Torah,_Theft.3.3	Sefer_Mitzvot_Gadol,_Volume_Two.71		Tur,_Choshen_Mishpat.350
74b:28		גניבה	2.6						0	http://www.sefaria.org/Bava_Kamma.74b:28	sefaria.org/Mishneh_Torah,_Theft.2.6					Bava_Kamma.74b:28	Mishneh_Torah,_Theft.2.6			
74b:35		גניבה	3.5	עשין	71			ח"מ	350	http://www.sefaria.org/Bava_Kamma.74b:35	sefaria.org/Mishneh_Torah,_Theft.3.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71		sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.74b:35	Mishneh_Torah,_Theft.3.5	Sefer_Mitzvot_Gadol,_Volume_Two.71		Tur,_Choshen_Mishpat.350
74b:51-52		גניבה	3.5	עשין	71			ח"מ	350	http://www.sefaria.org/Bava_Kamma.74b:51-52	sefaria.org/Mishneh_Torah,_Theft.3.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71		sefaria.org/Tur,_Choshen_Mishpat.350		Bava_Kamma.74b:51-52	Mishneh_Torah,_Theft.3.5	Sefer_Mitzvot_Gadol,_Volume_Two.71		Tur,_Choshen_Mishpat.350
75a:39		גניבה	3.9	עשין	71				0	http://www.sefaria.org/Bava_Kamma.75a:39	sefaria.org/Mishneh_Torah,_Theft.3.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71				Bava_Kamma.75a:39	Mishneh_Torah,_Theft.3.9	Sefer_Mitzvot_Gadol,_Volume_Two.71		
