Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
25b.34		מטמאי משכב ומושב	11.4						0	http://www.sefaria.org/Chagigah.25b.34	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4					Chagigah.25b.34	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4			
25b.36		מטמאי משכב ומושב	11.4						0	http://www.sefaria.org/Chagigah.25b.36	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4					Chagigah.25b.36	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4			
25b.41		מטמאי משכב ומושב	11.4						0	http://www.sefaria.org/Chagigah.25b.41	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4					Chagigah.25b.41	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.4			
25b.49		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.25b.49	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.25b.49	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
25b.49		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.25b.49	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.25b.49	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
25b.53		מטמאי משכב ומושב	11.6						0	http://www.sefaria.org/Chagigah.25b.53	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.6					Chagigah.25b.53	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.6			
25b.55		מטמאי משכב ומושב	11.7						0	http://www.sefaria.org/Chagigah.25b.55	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.7					Chagigah.25b.55	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.7			
25b.56		מטמאי משכב ומושב	11.6						0	http://www.sefaria.org/Chagigah.25b.56	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.6					Chagigah.25b.56	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.6			
26a.18		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.26a.18	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.26a.18	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
26a.20		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.26a.20	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.26a.20	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
26a.26		מטמאי משכב ומושב	12.12						0	http://www.sefaria.org/Chagigah.26a.26	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.12					Chagigah.26a.26	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.12			
26a.30		מטמאי משכב ומושב	12.12						0	http://www.sefaria.org/Chagigah.26a.30	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.12					Chagigah.26a.30	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.12			
26a.34		מטמאי משכב ומושב	12.14						0	http://www.sefaria.org/Chagigah.26a.34	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.14					Chagigah.26a.34	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.14			
26a.38		מטמאי משכב ומושב	12.14						0	http://www.sefaria.org/Chagigah.26a.38	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.14					Chagigah.26a.38	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.12.14			
26a.40		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.26a.40	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.26a.40	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
26a.42		מטמאי משכב ומושב	11.5						0	http://www.sefaria.org/Chagigah.26a.42	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5					Chagigah.26a.42	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.5			
26a.43		בית הבחירה	7.14						0	http://www.sefaria.org/Chagigah.26a.43	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.7.14					Chagigah.26a.43	Mishneh_Torah,_The_Chosen_Temple.7.14			
26a.44		מטמאי משכב ומושב	11.9						0	http://www.sefaria.org/Chagigah.26a.44	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.9					Chagigah.26a.44	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.9			
26a.50		מטמאי משכב ומושב	11.10						0	http://www.sefaria.org/Chagigah.26a.50	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.10					Chagigah.26a.50	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.10			
26a.79		מטמאי משכב ומושב	11.11						0	http://www.sefaria.org/Chagigah.26a.79	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11					Chagigah.26a.79	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11			
26b.1		מטמאי משכב ומושב	11.11						0	http://www.sefaria.org/Chagigah.26b.1	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11					Chagigah.26b.1	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11			
26b.2		כלי המקדש והעובדין בו	7.19						0	http://www.sefaria.org/Chagigah.26b.2	sefaria.org/Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.7.19					Chagigah.26b.2	Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.7.19			
26b.3		מטמאי משכב ומושב	11.11						0	http://www.sefaria.org/Chagigah.26b.3	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11					Chagigah.26b.3	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11			
26b.5		מטמאי משכב ומושב	11.11						0	http://www.sefaria.org/Chagigah.26b.5	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11					Chagigah.26b.5	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11			
26b.14		כלים	3.1						0	http://www.sefaria.org/Chagigah.26b.14	sefaria.org/Mishneh_Torah,_Vessels.3.1					Chagigah.26b.14	Mishneh_Torah,_Vessels.3.1			
26b.14		טומאת מת	6.2						0	http://www.sefaria.org/Chagigah.26b.14	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.6.2					Chagigah.26b.14	Mishneh_Torah,_Defilement_by_a_Corpse.6.2			
26b.15		כלים	6.15						0	http://www.sefaria.org/Chagigah.26b.15	sefaria.org/Mishneh_Torah,_Vessels.6.15					Chagigah.26b.15	Mishneh_Torah,_Vessels.6.15			
26b.31		כלים	6.15						0	http://www.sefaria.org/Chagigah.26b.31	sefaria.org/Mishneh_Torah,_Vessels.6.15					Chagigah.26b.31	Mishneh_Torah,_Vessels.6.15			
26b.35		כלים	6.15						0	http://www.sefaria.org/Chagigah.26b.35	sefaria.org/Mishneh_Torah,_Vessels.6.15					Chagigah.26b.35	Mishneh_Torah,_Vessels.6.15			
27a.13		מטמאי משכב ומושב	11.11						0	http://www.sefaria.org/Chagigah.27a.13	sefaria.org/Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11					Chagigah.27a.13	Mishneh_Torah,_Those_Who_Defile_Bed_or_Seat.11.11			
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
									0	http://www.sefaria.org/Chagigah.										
