Can't Find,Rashi on Bekhorot 3b:1:2,אפי' מום קל - ואפי' אין לעובד
Bad Order,Rashi on Bekhorot 5b:11:1,אך חלק - דכל אכין ורקין שבתורה
Can't Find,Rashi on Bekhorot 7a:24:1,מטמא - הוי משמע מגופיה דטמא מן
Bad Order,Rashi on Bekhorot 11a:21:1,מפריש עליהן עשרה שיין - לאפקועי איסורייהו:
Bad Order,Rashi on Bekhorot 11a:21:2,והן שלו - דמאי דמיחייב כהן המורישו
Can't Find,Rashi on Bekhorot 11a:22:1,ממורחין - שנגמרה מלאכתן למעשר דמירוח גמר
Can't Find,Rashi on Bekhorot 11a:23:1,משום דהוה מופרש וקאי - כלומר שהשה
Can't Find,Rashi on Bekhorot 11a:24:1,אבל - גבי תבואה דמחוסר הפרשה אימא
Can't Find,Rashi on Bekhorot 13a:21:1,מה עמיתך בחדא - משיכה:
Can't Find,Rashi on Bekhorot 13a:21:2,אף עובד כוכבים בחדא - בכסף ולא
Can't Find,Rashi on Bekhorot 13a:22:1,מכסף מקנתו - בעבד עברי הנמכר לעובד
Can't Find,Rashi on Bekhorot 14b:15:1,זו דברי רבי שמעון - דאמר בפרק
Can't Find,Rashi on Bekhorot 14b:16:1,דתנן ר' שמעון אומר כו' - ומדאמר
Can't Find,Rashi on Bekhorot 14b:17:1,אבל חכמים - לאו הנך רבנן דפליגי
Can't Find,Rashi on Bekhorot 14b:18:1,אפי' חיה - דאינה ראויה למזבח:
Can't Find,Rashi on Bekhorot 14b:19:1,הכי נמי דאם מתו יפדו - דבבעל
Can't Find,Rashi on Bekhorot 16b:1:1,ולדותיהן פטורין - מן הבכורה:
Bad Order,Rashi on Bekhorot 18a:11:2,"עשו שאינו זוכה כזוכה - אע""פ שלא"
Can't Find,Rashi on Bekhorot 18b:3:1,בספק מעשר - כגון שקפץ אחד מן
Can't Find,Rashi on Bekhorot 18b:5:1,ומי מצית אמרת הכי - דטעמא דרבי
Can't Find,Rashi on Bekhorot 20b:8:3,גדייה שלש בנות - בכרס אחד וכל
Can't Find,Rashi on Bekhorot 20b:8:5,לימא קסבר מטנפת אינה חוזרת ויולדת בתוך
Can't Find,Rashi on Bekhorot 20b:8:6,ומשני אפילו אם תימצי לומר מטנפת חוזרת
Can't Find,Rashi on Bekhorot 20b:8:7,איכא בינייהו דזעירי - וכגון שטינפו הבנות
Bad Order,Rashi on Bekhorot 24a:13:3,עד יבא ויורה צדק לכם - עד
Bad Order,Rashi on Bekhorot 26a:3:5,שמא יש תקוה - שמא יהא מותר
Can't Find,Rashi on Bekhorot 29a:1:1,אלא אם כן היה מומחה כאילא -
Can't Find,Rashi on Bekhorot 29b:1:1,בית הפרס שנידש - שדשוהו בני אדם
Can't Find,Rashi on Bekhorot 29b:2:1,אי נמי בשאר טומאה - טימאו להאי
Bad Order,Rashi on Bekhorot 29b:4:3,של נקבה - דאין לחוש בבכורה:
Bad Order,Rashi on Bekhorot 29b:4:4,אבל לוקחין ממנו טוי ובגדים - דאי
Bad Order,Rashi on Bekhorot 32a:25:1,כל חרם קדשים הוא - הוא אסור
Can't Find,Rashi on Bekhorot 33b:18:1,מעיקרו - קודם שהקדישה היה בו מום:
Can't Find,Rashi on Bekhorot 33b:20:1,במומו נמי ליתסרו - להטיל בו מום:
Bad Order,Rashi on Bekhorot 34b:9:1,לחתן שנולד בו נגע - דנגע האחרון
Can't Find,Rashi on Bekhorot 35a:19:2,דמימר אמר - לא שביק לדידי ויהיב
Can't Find,Rashi on Bekhorot 35a:20:1,"וה""ה כהן לכהן - כלומר ומסברא נפקא"
Can't Find,Rashi on Bekhorot 35a:21:1,על של חבירו - בין רבו בין
Can't Find,Rashi on Bekhorot 35a:21:2,החשוד על הדבר - דהיינו כהנים שנחשדו
Can't Find,Rashi on Bekhorot 35a:21:3,לא דנו ולא מעידו - ולקמיה פריך
