Bad Order,Rashi on Sotah 5b:4:1,הא גופא קשיא אמרת כיצד מקנא לה
Bad Order,Rashi on Sotah 5b:4:2,אלמא דיבור סתירה היא - אפי' מדברת
Bad Order,Rashi on Sotah 5b:5:1,והדר תני - דכי עברה על התראתו
Bad Order,Rashi on Sotah 5b:6:1,אמר אביי הכי קאמר - אמר לה
Bad Order,Rashi on Sotah 8b:18:3,כפה - צעיף:
Bad Order,Rashi on Sotah 10a:5:1,על כתיפיו - כשיעור כתיפיו:
Can't Find,Rashi on Sotah 10a:9:1,"שפי - אשלויישי""ש כמו דשף מדוכתיה (חולין"
Bad Order,Rashi on Sotah 10b:5:3,ותם - תמים בדרכיו:
Can't Find,Rashi on Sotah 15a:13:1,"חומר - בוטו""ן בלע""ז והוא של זהב"
Bad Order,Rashi on Sotah 16b:13:2,בצפור דרור - שיערו חכמים שאין במינה
Can't Find,Rashi on Sotah 23b:14:5,תחת אישה - ביושבת תחתיו הכתוב מדבר:
Can't Find,Rashi on Sotah 29a:16:2,הואיל ואין אומר שבשנהים שוה:
Bad Order,Rashi on Sotah 32b:12:1,צערו - צרות שעברו עליו דהיינו צרות
Bad Order,Rashi on Sotah 36a:6:1,והעלו עולות ושלמים - שכך נצטוו באותה
Can't Find,Rashi on Sotah 37b:1:1,"(זה הפירוש שייך לע""ב) ארבע וארבע -"
Can't Find,Rashi on Sotah 37b:1:2,שמנה ושמנה - הא איכא עוד שמנה
Can't Find,Rashi on Sotah 37b:1:3,וכן בסיני - כשנאמרו כל המצות למשה
Can't Find,Rashi on Sotah 37b:1:4,וכן בערבות מואב - כשאמרה לישראל כדכתיב
Can't Find,Rashi on Sotah 37b:1:5,שנאמר אלה דברי הברית וגו' - בתר
Can't Find,Rashi on Sotah 41a:15:2,"בימה - אלמבר""א:"
Can't Find,Rashi on Sotah 42a:1:1,ויהי הוא בשער בנימין - לאחר כמה
Can't Find,Rashi on Sotah 42b:5:5,פאפי - פרשטרא ולשון איש הבינים שיצא
Bad Order,Rashi on Sotah 43b:5:5,כאן בהרכבת איסור - ברייתא בהרכבת איסור
Bad Order,Rashi on Sotah 44a:5:1,כדרבה - דאמר אין עבירה בקידושין עד
Bad Order,Rashi on Sotah 46a:13:1,מאי אם נפשך לומר - מאי הוה
Bad Order,Rashi on Sotah 46b:12:2,שלא דבר בפיו - דלא כתיב אלא
Can't Find,Rashi on Sotah 48b:17:3,"הצפחת - ברשק""א בלע""ז שהן עבות ונכנסת"
Bad Order,Rashi on Sotah 49a:9:4,טהרה - שפסקה מישראל:
Can't Find,Rashi on Sotah 49b:4:2,"חילית - לישק""א כמין גומא הגדל במים:"
Can't Find,Rashi on Sotah 49b:5:2,טנבורא - כך קורין אותו בלשון לעז
