Bad Order,Rashi on Chullin 3b:18:3,אמאי לא אמר כשמעתיה - אמאי לא
Bad Order,Rashi on Chullin 3b:19:1,"לדבריו דאביי - דלא ס""ל הא דרבא"
Bad Order,Rashi on Chullin 8b:3:3,צונן - כלומר אין חום בית השחיטה
Can't Find,Rashi on Chullin 15b:16:3,צור יוצא מן הכותל - היינו מחובר
Can't Find,Rashi on Chullin 17a:12:2,"כתלי דחזירי - חזירים יבשים שקורין בקונ""ש:"
Can't Find,Rashi on Chullin 30b:9:3,"מסובך - פלטרי""ד:"
Bad Order,Rashi on Chullin 31a:15:1,והא אמרה רבא חדא זימנא - ולמה
Bad Order,Rashi on Chullin 31b:4:1,ואין מטבילין בכיפין - שלא יזרוק כלים
Bad Order,Rashi on Chullin 33b:14:3,האוכל אוכל ראשון - נעשה גופו ראשון
Bad Order,Rashi on Chullin 33b:15:1,רבי יהושע אומר האוכל אוכל ראשון -
Bad Order,Rashi on Chullin 33b:15:2,שלישי שני לקדש - האוכל מאכל שלישי
Bad Order,Rashi on Chullin 33b:15:3,ואין שני לתרומה - דאי נגע לתרומה
Can't Find,Rashi on Chullin 33b:17:1,על טהרת תרומה אין על טהרת הקדש
Can't Find,Rashi on Chullin 37a:2:3,זינוק קילוח:
Can't Find,Rashi on Chullin 42a:1:1,מהו דתימא - כלומר ואיצטריך רבי אלעזר
Can't Find,Rashi on Chullin 42a:5:5,"הנץ - אשפרוי""ר:"
Bad Order,Rashi on Chullin 43a:6:1,אין מזכירין מעשה נסים - להביא ראייה
Bad Order,Rashi on Chullin 43b:11:3,מר לא אמר הכי - רבי אינו
Can't Find,Rashi on Chullin 47b:1:1,אפילו כטרפא דאסא - קטנה כעלה של
Bad Order,Rashi on Chullin 47b:2:3,דנפיחא - נעשת לבנה כבקעת והיינו נמי
Can't Find,Rashi on Chullin 47b:8:2,"מוגלא - קוייטור""א:"
Bad Order,Rashi on Chullin 49b:11:3,שוטה היה - אותו נחש שאין שאר
Bad Order,Rashi on Chullin 52a:15:1,אי הכי - דרב כהנא ורב אסי
Bad Order,Rashi on Chullin 54b:3:1,בוקא - ראש הקוליא התחובה בחור עצם
Can't Find,Rashi on Chullin 56a:13:2,במיא - מוציא כל המוח מן הקרום
Can't Find,Rashi on Chullin 58a:15:2,שמע מינה - מדרב הונא:
Can't Find,Rashi on Chullin 60a:4:1,"מסתוריתא - דיוושלטייר""ש בלע""ז:"
Bad Order,Rashi on Chullin 62b:9:1,מרדו זגיד ואכיל - שם עוף אחד
Bad Order,Rashi on Chullin 63b:10:1,"מאי קמ""ל - הא ודאי פשיטא דאי"
Can't Find,Rashi on Chullin 64b:1:1,מדרבנן - הא דרבי אליעזר בן יעקב
Bad Order,Rashi on Chullin 65a:8:2,אשר לא כרעים - כתיב ואשר לו
Can't Find,Rashi on Chullin 67b:14:2,"חפושית - אישקרבו""ט:"
Can't Find,Rashi on Chullin 71a:1:1,חבל על בן עזאי - הפסד וחבלה
Can't Find,Rashi on Chullin 71a:2:1,זאת הבהמה אשר תאכלו - ומפרש בתריה
Can't Find,Rashi on Chullin 71a:3:1,זאת החיה אשר תאכלו מכל הבהמה אשר
Can't Find,Rashi on Chullin 71a:4:1,חיה טהורה בכלל בהמה טהורה כו' -
Can't Find,Rashi on Chullin 71a:4:2,חיה טהורה בכלל בהמה טהורה לסימנין -
Bad Order,Rashi on Chullin 76a:1:3,וכן שניטל - אפילו לא נחתך העצם:
Bad Order,Rashi on Chullin 77a:8:4,נסדק - הבשר הנותר לכסוי מהו:
Can't Find,Rashi on Chullin 78a:19:1,ועוד - קשיא לי עלה דהא דקתני
Bad Order,Rashi on Chullin 79a:2:3,"אע""פ שאביהן חמור מותרין - פרד זכר"
Bad Order,Rashi on Chullin 88a:2:2,שרץ - כגון מימי רגליו של שרץ
Bad Order,Rashi on Chullin 91a:2:4,ואין חייבים עליו - דלאו היינו על
Bad Order,Rashi on Chullin 92a:19:4,ואקח את שלשים הכסף - ונקבעו אותם
Bad Order,Rashi on Chullin 92a:19:5,אל בית ה' - בארץ ישראל:
Bad Order,Rashi on Chullin 94a:6:1,מברא - ספינה רחבה שעוברין בה את
Can't Find,Rashi on Chullin 105a:13:2,חובה - עדיפא ממצוה. ולקמיה מפרש מאי
Can't Find,Rashi on Chullin 106a:17:1,עד הפרק - השני שבאמצע אצבעות דכיון
Can't Find,Rashi on Chullin 106a:17:2,לתרומה עד הפרק - פרק השלישי והוא
Can't Find,Rashi on Chullin 109b:16:1,והא קתני שבשלו בדיעבד - והא ודאי
