ID,Name,He Name,Edge,Value,Value ID
565584126532d12b35ca6df4,Hillel the Elder,הלל הזקן,learned from,Shemayah,565584126532d12b35ca6e8f
565584126532d12b35ca6df4,Hillel the Elder,הלל הזקן,taught,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6df4,Hillel the Elder,הלל הזקן,taught,Rabbi Yonatan b. Uziel,565584126532d12b35ca6e2d
565584126532d12b35ca6e78,Shammai,שמאי,learned from,Avtalyon,565584126532d12b35ca6dbc
565584126532d12b35ca6e78,Shammai,שמאי,learned from,Shemayah,565584126532d12b35ca6e8f
565584126532d12b35ca6e78,Shammai,שמאי,taught,Bava b. Buta,565584126532d12b35ca6ddf
565584126532d12b35ca6ddf,Bava b. Buta,בבא בן בוטא,learned from,Shammai,565584126532d12b35ca6e78
565584126532d12b35ca6de8,Rabban Gamliel (I) haZaken,רבן גמליאל הזקן,taught,Rabbi Elazar b. Tzadok (I),565584126532d12b35ca6dd2
565584126532d12b35ca6de8,Rabban Gamliel (I) haZaken,רבן גמליאל הזקן,taught,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6de8,Rabban Gamliel (I) haZaken,רבן גמליאל הזקן,taught,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e2d,Rabbi Yonatan b. Uziel,רבי יונתן בן עוזיאל,learned from,Hillel the Elder,565584126532d12b35ca6df4
565584126532d12b35ca6e0a,Rabbi Hanina b. Dosa,רבי חנינא בן דוסא,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,learned from,Hillel the Elder,565584126532d12b35ca6df4
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Abba Shaul,565584126532d12b35ca6db9
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Eliezer b. Hyrcanus,565584126532d12b35ca6dca
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Elazar b. Azaryah,565584126532d12b35ca6dcf
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Elazar b. Arakh,565584126532d12b35ca6dd0
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Hanina b. Dosa,565584126532d12b35ca6e0a
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Yose haKohen,565584126532d12b35ca6e33
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Rabbi Nehunya b. haKanah,565584126532d12b35ca6e51
565584126532d12b35ca6e27,Rabbi Yohanan b. Zakkai,רבן יוחנן בן זכאי‎,taught,Shimon b. Netanel,565584126532d12b35ca6ebc
565584126532d12b35ca6dca,Rabbi Eliezer b. Hyrcanus,רבי אליעזר בן הורקנוס‎,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6dca,Rabbi Eliezer b. Hyrcanus,רבי אליעזר בן הורקנוס‎,taught,Aquilas,565584126532d12b35ca6dc3
565584126532d12b35ca6dca,Rabbi Eliezer b. Hyrcanus,רבי אליעזר בן הורקנוס‎,taught,Rabbi Natan haBavli,565584126532d12b35ca6e57
565584126532d12b35ca6dca,Rabbi Eliezer b. Hyrcanus,רבי אליעזר בן הורקנוס‎,taught,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6dca,Rabbi Eliezer b. Hyrcanus,רבי אליעזר בן הורקנוס‎,taught,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6dd0,Rabbi Elazar b. Arakh,רבי אלעזר בן ערך,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6dd2,Rabbi Elazar b. Tzadok (I),רבי אלעזר בן צדוק,learned from,Rabban Gamliel (I) haZaken,565584126532d12b35ca6de8
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,learned from,Rabban Gamliel (I) haZaken,565584126532d12b35ca6de8
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,taught,Rabbi Hanina b. Gamliel,565584126532d12b35ca6e09
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,taught,Rabbi Yehudah b. R' II'ai,565584126532d12b35ca6e1d
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,taught,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6de6,Rabban Gamliel (II) of Yavneh,רבן גמליאל דיבנה,taught,Rabbi Eliezar Hisma,565584126532d12b35ca6e96
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,learned from,Rabban Gamliel (I) haZaken,565584126532d12b35ca6de8
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Hanina b. Gamliel,565584126532d12b35ca6e09
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Hananyah b. Hakhinai,565584126532d12b35ca6e11
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Yehudah b. Bava,565584126532d12b35ca6e16
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Yehudah b. R' II'ai,565584126532d12b35ca6e1d
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Yose b. Halafta,565584126532d12b35ca6e2e
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Yose haGelili,565584126532d12b35ca6e32
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Yishmael b. Elisha,565584126532d12b35ca6e3d
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Rabbi Natan haBavli,565584126532d12b35ca6e57
565584126532d12b35ca6e15,Rabbi Tarfon,רבי טרפון‎,taught,Shimon b. Azzai,565584126532d12b35ca6e89
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,learned from,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Aquilas,565584126532d12b35ca6dc3
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Rabbi Yohanan b. Berokah,565584126532d12b35ca6e26
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Rabbi Yishmael b. Elisha,565584126532d12b35ca6e3d
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Shimon b. Zoma,565584126532d12b35ca6e83
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Shimon b. Azzai,565584126532d12b35ca6e89
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Shimon haTimni,565584126532d12b35ca6ea7
565584126532d12b35ca6e21,Rabbi Yehoshua b. Hananyah,רבי יהושע בן חנניה,taught,Rabbi Nehorai,565584126532d12b35ca6e98
565584126532d12b35ca6e33,Rabbi Yose haKohen,רבי יוסי הכהן,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6e50,Nahum of Gamzo,נחום איש גמזו,taught,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e51,Rabbi Nehunya b. haKanah,רבי נחוניה בן הקנה,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6e51,Rabbi Nehunya b. haKanah,רבי נחוניה בן הקנה,taught,Rabbi Elazar b. Pedat,565584126532d12b35ca6dd1
565584126532d12b35ca6e51,Rabbi Nehunya b. haKanah,רבי נחוניה בן הקנה,taught,Rabbi Yonah,565584126532d12b35ca6e2b
565584126532d12b35ca6e51,Rabbi Nehunya b. haKanah,רבי נחוניה בן הקנה,taught,Rabbi Yishmael b. Elisha,565584126532d12b35ca6e3d
565584126532d12b35ca6e51,Rabbi Nehunya b. haKanah,רבי נחוניה בן הקנה,taught,Rabbi Shimon b. Lakish,565584126532d12b35ca6e86
565584126532d12b35ca6e96,Rabbi Eliezar Hisma,רבי אליאזר בן חיסמא,learned from,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6ebc,Shimon b. Netanel,סמעון בן נתנאל,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6db9,Abba Shaul,אבא שאול,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6dc3,Aquilas,עקילס,learned from,Rabbi Eliezer b. Hyrcanus,565584126532d12b35ca6dca
565584126532d12b35ca6dc3,Aquilas,עקילס,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6dc3,Aquilas,עקילס,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6dce,Elisha b. Avuyah,אלישע בן אבויה,taught,Rabbi Meir,565584126532d12b35ca6e48
565584126532d12b35ca6dcf,Rabbi Elazar b. Azaryah,רבי אלעזר בן עזריה,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6dcf,Rabbi Elazar b. Azaryah,רבי אלעזר בן עזריה,taught,Rabbi Yehoshua b. Korha,565584126532d12b35ca6e24
565584126532d12b35ca6dcf,Rabbi Elazar b. Azaryah,רבי אלעזר בן עזריה,taught,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6e04,Rabbi Halafta,רבי חלפתא,taught,Rabbi Yose b. Halafta,565584126532d12b35ca6e2e
565584126532d12b35ca6e09,Rabbi Hanina b. Gamliel,רבי חנינא בן גמליאל,learned from,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6e09,Rabbi Hanina b. Gamliel,רבי חנינא בן גמליאל,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e11,Rabbi Hananyah b. Hakhinai,רבי חנינה בן חכינאי,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e11,Rabbi Hananyah b. Hakhinai,רבי חנינה בן חכינאי,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e12,Hananyah,חנניה,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e16,Rabbi Yehudah b. Bava,רבי יהודה בן בבא,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e17,Rabbi Yehudah b. Betera (II),רבי יהודה בן בתירא,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e17,Rabbi Yehudah b. Betera (II),רבי יהודה בן בתירא,taught,Rabbi Elazar b. Shamu'a,565584126532d12b35ca6dd4
565584126532d12b35ca6e17,Rabbi Yehudah b. Betera (II),רבי יהודה בן בתירא,taught,Rabbi Yohanan haSandlar,565584126532d12b35ca6e2a
565584126532d12b35ca6e26,Rabbi Yohanan b. Berokah,רבי יוחנן בן ברוקה,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e26,Rabbi Yohanan b. Berokah,רבי יוחנן בן ברוקה,learned from,Rabbi Yohanan b. Nuri,565584126532d12b35ca6e28
565584126532d12b35ca6e26,Rabbi Yohanan b. Berokah,רבי יוחנן בן ברוקה,taught,Rabbi Yishmael b. Yohanan b. Berokah,565584126532d12b35ca6e3f
565584126532d12b35ca6e28,Rabbi Yohanan b. Nuri,רבי יוחנן בן נורי,taught,Rabbi Yehoshua b. Korha,565584126532d12b35ca6e24
565584126532d12b35ca6e28,Rabbi Yohanan b. Nuri,רבי יוחנן בן נורי,taught,Rabbi Yohanan b. Berokah,565584126532d12b35ca6e26
565584126532d12b35ca6e28,Rabbi Yohanan b. Nuri,רבי יוחנן בן נורי,taught,Rabbi Yose b. Halafta,565584126532d12b35ca6e2e
565584126532d12b35ca6e32,Rabbi Yose haGelili,רבי יוסי הגלילי,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,learned from,Rabbi Nehunya b. haKanah,565584126532d12b35ca6e51
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Yonatan,565584126532d12b35ca6e2c
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Meir,565584126532d12b35ca6e48
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Natan haBavli,565584126532d12b35ca6e57
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Yoshiah,565584126532d12b35ca6eaa
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Abba Hanan,565584126532d12b35ca6eab
565584126532d12b35ca6e3d,Rabbi Yishmael b. Elisha,רבי ישמעאל בן אלישע,taught,Rabbi Yitzhak,565584126532d12b35ca6eb4
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,learned from,Rabbi Eliezer b. Hyrcanus,565584126532d12b35ca6dca
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,learned from,Rabbi Elazar b. Azaryah,565584126532d12b35ca6dcf
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,learned from,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,learned from,Rabbi Yishmael b. Elisha,565584126532d12b35ca6e3d
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,taught,Rabbi Yehudah b. R' II'ai,565584126532d12b35ca6e1d
565584126532d12b35ca6e5c,Rabbi Il'ai (I),רבי עילאי,taught,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,learned from,Rabbi Eliezer b. Hyrcanus,565584126532d12b35ca6dca
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,learned from,Nahum of Gamzo,565584126532d12b35ca6e50
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Aquilas,565584126532d12b35ca6dc3
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Eliezer b. Yose haGelili,565584126532d12b35ca6dcc
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Elazar b. Shamu'a,565584126532d12b35ca6dd4
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Hanina b. Hama,565584126532d12b35ca6e0c
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Hananyah b. Hakhinai,565584126532d12b35ca6e11
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Hananyah,565584126532d12b35ca6e12
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Yehudah b. Betera (II),565584126532d12b35ca6e17
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Yehudah b. R' II'ai,565584126532d12b35ca6e1d
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Yohanan haSandlar,565584126532d12b35ca6e2a
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Yose b. Halafta,565584126532d12b35ca6e2e
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Meir,565584126532d12b35ca6e48
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Nehemyah,565584126532d12b35ca6e52
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Shimon b. Azzai,565584126532d12b35ca6e89
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Shimon b. Yohai,565584126532d12b35ca6e8d
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Eliezer b. Ya'akov (II),565584126532d12b35ca6e92
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Shimon haTimni,565584126532d12b35ca6ea7
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Shimon haShiqmoni,565584126532d12b35ca6ea8
565584126532d12b35ca6e5e,Rabbi Akiva,רבי עקיבא,taught,Rabbi Hidqa,565584126532d12b35ca6ea9
565584126532d12b35ca6e83,Shimon b. Zoma,שמעון בן זומא,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e89,Shimon b. Azzai,שמעון בן עזאי,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e89,Shimon b. Azzai,שמעון בן עזאי,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6e89,Shimon b. Azzai,שמעון בן עזאי,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e9b,Yehudah b. Tema,יהודה בן תימא,taught,Yohanan b. Dahavai,565584126532d12b35ca6ec3
565584126532d12b35ca6ea7,Shimon haTimni,שמעון התימני,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6ea7,Shimon haTimni,שמעון התימני,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6ea8,Rabbi Shimon haShiqmoni,רבי שמעון השקמוני,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6ea9,Rabbi Hidqa,רבי חידקא,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6eaf,Rabbi Nehorai,רבי נהוראי,learned from,Rabbi Yehoshua b. Hananyah,565584126532d12b35ca6e21
565584126532d12b35ca6ec3,Yohanan b. Dahavai,יוחנן בן דהבאי,learned from,Yehudah b. Tema,565584126532d12b35ca6e9b
565584126532d12b35ca6db9,Abba Shaul,אבא שאול,learned from,Rabbi Yohanan b. Zakkai,565584126532d12b35ca6e27
565584126532d12b35ca6dcc,Rabbi Eliezer b. Yose haGelili,רבי אליעזר בן יוסי הגלילי,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6dd3,Rabbi Elazar b. Tzadok (II),רבי אלעזר בן צדוק,learned from,Rabbi Meir,565584126532d12b35ca6e48
565584126532d12b35ca6dd4,Rabbi Elazar b. Shamu'a,רבי אלעזר בן שמוע,learned from,Rabbi Yehudah b. Betera (II),565584126532d12b35ca6e17
565584126532d12b35ca6dd4,Rabbi Elazar b. Shamu'a,רבי אלעזר בן שמוע,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6dd4,Rabbi Elazar b. Shamu'a,רבי אלעזר בן שמוע,taught,Rabbi Yehudah haNasi,565584126532d12b35ca6e1e
565584126532d12b35ca6dd4,Rabbi Elazar b. Shamu'a,רבי אלעזר בן שמוע,taught,Rabbi Yose b. Kippar,565584126532d12b35ca6eb7
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,learned from,Rabban Gamliel (II) of Yavneh,565584126532d12b35ca6de6
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,learned from,Rabbi Tarfon,565584126532d12b35ca6e15
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,learned from,Rabbi Il'ai (I),565584126532d12b35ca6e5c
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,learned from,Rabbi Akiva,565584126532d12b35ca6e5e
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabbi Elazar b. Shimon,565584126532d12b35ca6dd5
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabbi Yehudah haNasi,565584126532d12b35ca6e1e
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabbi Yose b. Yehudah,565584126532d12b35ca6e2f
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabbi Yishmael b. Yose,565584126532d12b35ca6e3e
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabban Shimon b. Gamliel (II),565584126532d12b35ca6e81
565584126532d12b35ca6e1d,Rabbi Yehudah b. R' II'ai,רבי יהודה ברבי אילעאי,taught,Rabbi Dosa,565584126532d12b35ca6eb5
565584126532d12b35ca6e24,Rabbi Yehoshua b. Korha,רבי יהושע בן קרחה,learned from,Rabbi Elazar b. Azaryah,565584126532d12b35ca6dcf
