item,itemLabel,present_in_work,present_in_workLabel
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q156328,Manasseh of Judah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q158825,Jeremiah,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q158825,Jeremiah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q158825,Jeremiah,http://www.wikidata.org/entity/Q209748,2 Maccabees
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q41490,Leviticus
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q42614,Deuteronomy
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q159443,Eleazar,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q159888,Queen of Sheba,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q159888,Queen of Sheba,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q167185,Achish,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q171724,Daniel,http://www.wikidata.org/entity/Q80115,Book of Daniel
http://www.wikidata.org/entity/Q171724,Daniel,http://www.wikidata.org/entity/Q35555488,Story of Susanna
http://www.wikidata.org/entity/Q176125,Gideon,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q176125,Gideon,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q177617,Ebed-Melech,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q179962,Job,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q179962,Job,http://www.wikidata.org/entity/Q4577,Job
http://www.wikidata.org/entity/Q183403,Ishmael,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q184273,Zedekiah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q184273,Zedekiah,http://www.wikidata.org/entity/Q1211347,Jeremiah
http://www.wikidata.org/entity/Q188794,Isaiah,http://www.wikidata.org/entity/Q131458,Isaiah
http://www.wikidata.org/entity/Q188794,Isaiah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q188794,Isaiah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q191787,Ezra,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q191787,Ezra,http://www.wikidata.org/entity/Q131640,Nehemiah
http://www.wikidata.org/entity/Q191787,Ezra,http://www.wikidata.org/entity/Q230150,2 Esdras
http://www.wikidata.org/entity/Q191787,Ezra,http://www.wikidata.org/entity/Q1200049,1 Esdras
http://www.wikidata.org/entity/Q192785,Goliath,http://www.wikidata.org/entity/Q12470178,1 Samuel 17
http://www.wikidata.org/entity/Q192785,Goliath,http://www.wikidata.org/entity/Q13472331,David and Goliath
http://www.wikidata.org/entity/Q194064,Ezekiel,http://www.wikidata.org/entity/Q178390,Ezekiel
http://www.wikidata.org/entity/Q194808,Sarah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q194808,Sarah,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q194808,Sarah,http://www.wikidata.org/entity/Q128620,Epistle to the Galatians
http://www.wikidata.org/entity/Q196771,Zeruiah,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q200637,Japheth,http://www.wikidata.org/entity/Q14566193,Genesis 6
http://www.wikidata.org/entity/Q200637,Japheth,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q200902,Shem,http://www.wikidata.org/entity/Q14566193,Genesis 6
http://www.wikidata.org/entity/Q200902,Shem,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q201861,Nimrod,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q203082,Zillah,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q203956,Zimri,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q204797,Canaan,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q205365,Cain,http://www.wikidata.org/entity/Q2436699,Cain
http://www.wikidata.org/entity/Q205365,Cain,http://www.wikidata.org/entity/Q2943499,Cain
http://www.wikidata.org/entity/Q205365,Cain,http://www.wikidata.org/entity/Q5098428,Children of Eden
http://www.wikidata.org/entity/Q205365,Cain,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q205372,Absalom,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q205523,Zipporah,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q205523,Zipporah,http://www.wikidata.org/entity/Q245227,The Prince of Egypt
http://www.wikidata.org/entity/Q206238,Elisha,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q206238,Elisha,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q206238,Elisha,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q207389,Rachel,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q211663,Rehoboam,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q211663,Rehoboam,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q5354451,Eleazar,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q5382125,Ephah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q5382125,Ephah,http://www.wikidata.org/entity/Q131458,Isaiah
http://www.wikidata.org/entity/Q5382125,Ephah,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q5410951,Elhanan son of Dodo,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q5637556,Hadad ben Bedad,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q5637565,Hadadezer bar Rehob,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q5637565,Hadadezer bar Rehob,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q5638029,Hadoram,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q5717054,Q5717054,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q5882214,Q5882214,http://www.wikidata.org/entity/Q42040,Revelation
http://www.wikidata.org/entity/Q5882214,Q5882214,http://www.wikidata.org/entity/Q178390,Ezekiel
http://www.wikidata.org/entity/Q5984013,Ibhar,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q5984013,Ibhar,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q6116771,Shadrach,http://www.wikidata.org/entity/Q80115,Book of Daniel
http://www.wikidata.org/entity/Q6176487,Jehonadab,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q6176492,Jehosheba,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q6176492,Jehosheba,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q6188194,Jesus Justus,http://www.wikidata.org/entity/Q131095,Epistle to the Colossians
http://www.wikidata.org/entity/Q6271831,Jonadab,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q6272377,Jonathan,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q6323112,Nahor,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q41064,Psalms
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q155980,Sirach
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q6577515,Samuel,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q6605722,Widow of Zarephath,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q6710215,Barzilai the Giladi,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q6710215,Barzilai the Giladi,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q6710215,Barzilai the Giladi,http://www.wikidata.org/entity/Q131640,Nehemiah
http://www.wikidata.org/entity/Q6710215,Barzilai the Giladi,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q6775384,Efron,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q6778753,Mary of Rome,http://www.wikidata.org/entity/Q48203,Epistle to the Romans
http://www.wikidata.org/entity/Q6778755,"Mary, mother of James",http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q6778755,"Mary, mother of James",http://www.wikidata.org/entity/Q107388,Gospel of Mark
http://www.wikidata.org/entity/Q6778755,"Mary, mother of James",http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q6818896,Mered,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q6884731,Mizpar,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q6884731,Mizpar,http://www.wikidata.org/entity/Q131640,Nehemiah
http://www.wikidata.org/entity/Q6903514,Nebuzaradan,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q6903514,Nebuzaradan,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q6956559,Naamathite,http://www.wikidata.org/entity/Q4577,Job
http://www.wikidata.org/entity/Q7074556,Obadiah,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q7089609,Omar,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q7089609,Omar,http://www.wikidata.org/entity/Q161953,Books of Chronicles
http://www.wikidata.org/entity/Q7089609,Omar,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q7124538,Pahath-Moab,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q7180641,Phanuel,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q7180687,a Pharaoh's daughter,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q7234956,Potipherah,http://www.wikidata.org/entity/Q14566208,Genesis 41
http://www.wikidata.org/entity/Q7289111,Ramathite,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q7493584,Sheleph,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q7530790,Sisera's mother,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q7800767,Tidal,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q7848786,Tryphena of Rome,http://www.wikidata.org/entity/Q48203,Epistle to the Romans
http://www.wikidata.org/entity/Q7904500,Uzal,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q7904500,Uzal,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q8027483,Wise woman of Abel,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q8063457,Zabbai,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q8063457,Zabbai,http://www.wikidata.org/entity/Q131640,Nehemiah
http://www.wikidata.org/entity/Q8071446,Zibiah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q8071446,Zibiah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q8183672,Q8183672,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q8183887,Abednego,http://www.wikidata.org/entity/Q80115,Book of Daniel
http://www.wikidata.org/entity/Q9026972,Mahlon,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q9158805,Arach,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q9166659,Q9166659,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q9168580,Ben-Ammi,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q9191737,Q9191737,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q9191737,Q9191737,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q9250112,Q9250112,http://www.wikidata.org/entity/Q12525176,Jeremiah 39
http://www.wikidata.org/entity/Q9250112,Q9250112,http://www.wikidata.org/entity/Q16161560,Jeremiah 38
http://www.wikidata.org/entity/Q9252684,Eliakim,http://www.wikidata.org/entity/Q131458,Isaiah
http://www.wikidata.org/entity/Q9252684,Eliakim,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q9256458,Q9256458,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q9332716,Q9332716,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q9340990,Q9340990,http://www.wikidata.org/entity/Q48203,Epistle to the Romans
http://www.wikidata.org/entity/Q9351247,Shephatiah,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q9366449,Ulla,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q10271944,Elishama the son of Ammihud,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q10271944,Elishama the son of Ammihud,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q10287821,Gaal,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q10297002,Mahalalel,http://www.wikidata.org/entity/Q220890,Book of Enoch
http://www.wikidata.org/entity/Q10297002,Mahalalel,http://www.wikidata.org/entity/Q843946,Jubilees
http://www.wikidata.org/entity/Q10297002,Mahalalel,http://www.wikidata.org/entity/Q6701775,Luke 3
http://www.wikidata.org/entity/Q10297002,Mahalalel,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q10297002,Mahalalel,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q10329289,Methusael,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q10329365,Mehujael,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q10335361,Naphish,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q10335361,Naphish,http://www.wikidata.org/entity/Q12470214,1 Chronicles 5
http://www.wikidata.org/entity/Q10335361,Naphish,http://www.wikidata.org/entity/Q12490436,Genesis 25
http://www.wikidata.org/entity/Q10343349,Paarai,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q10343349,Paarai,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q10581739,Merab,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q10581739,Merab,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q10921342,Lamech,http://www.wikidata.org/entity/Q6701775,Luke 3
http://www.wikidata.org/entity/Q212253,Boaz,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q155980,Sirach
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q220890,Book of Enoch
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q516792,Second Book of Enoch
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q3257262,3 Enoch
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q5399452,Book of Giants
http://www.wikidata.org/entity/Q213027,Enoch,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q213633,Deborah,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q214617,Hagar,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q214617,Hagar,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q214648,Samson,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q215512,Levi,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q219395,Melchizedek,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q219395,Melchizedek,http://www.wikidata.org/entity/Q41064,Psalms
http://www.wikidata.org/entity/Q219395,Melchizedek,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q219395,Melchizedek,http://www.wikidata.org/entity/Q7708409,Text and rubrics of the Roman Canon
http://www.wikidata.org/entity/Q220822,Esau,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q221514,Manoah,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q221826,Zilpah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q225198,Belshazzar,http://www.wikidata.org/entity/Q80115,Book of Daniel
http://www.wikidata.org/entity/Q229702,Ham,http://www.wikidata.org/entity/Q14566193,Genesis 6
http://www.wikidata.org/entity/Q229702,Ham,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q232453,Martha,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q232453,Martha,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q235849,Elizabeth,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q235849,Elizabeth,http://www.wikidata.org/entity/Q328435,Gospel of James
http://www.wikidata.org/entity/Q235901,Ahab,http://www.wikidata.org/entity/Q17997448,1 Kings 16
http://www.wikidata.org/entity/Q239058,Mary of Bethany,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q239058,Mary of Bethany,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q244912,Hezekiah,http://www.wikidata.org/entity/Q131458,Isaiah
http://www.wikidata.org/entity/Q244912,Hezekiah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q244912,Hezekiah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q244912,Hezekiah,http://www.wikidata.org/entity/Q744869,Siloam inscription
http://www.wikidata.org/entity/Q244912,Hezekiah,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q262766,Junia,http://www.wikidata.org/entity/Q48203,Epistle to the Romans
http://www.wikidata.org/entity/Q271474,Joseph of Arimathea,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q271474,Joseph of Arimathea,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q271474,Joseph of Arimathea,http://www.wikidata.org/entity/Q107388,Gospel of Mark
http://www.wikidata.org/entity/Q271474,Joseph of Arimathea,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q272277,Bathsheba,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q272277,Bathsheba,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q272277,Bathsheba,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q273517,Abijah of Judah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q282220,Judah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q282220,Judah,http://www.wikidata.org/entity/Q16159714,Isaiah 9
http://www.wikidata.org/entity/Q289957,Jacob,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q289957,Jacob,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q292242,Samaritan woman at the well,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q292282,Lydia of Thyatira,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q304781,Abagtha,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q308320,Abdon,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q312376,Silas,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q312376,Silas,http://www.wikidata.org/entity/Q123808,Second Epistle to the Corinthians
http://www.wikidata.org/entity/Q312376,Silas,http://www.wikidata.org/entity/Q131119,First Epistle of Peter
http://www.wikidata.org/entity/Q313214,Ahaziah of Judah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q313214,Ahaziah of Judah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q313215,Jehoram of Judah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q313215,Jehoram of Judah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q1531578,Micaiah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q1542154,Naamah,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q1542853,Alphaeus,http://www.wikidata.org/entity/Q107388,Gospel of Mark
http://www.wikidata.org/entity/Q1542853,Alphaeus,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q1546303,Teman,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1546303,Teman,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1553059,Joktan,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q1553059,Joktan,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q1563312,Hophni,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1564479,disciple whom Jesus loved,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q1573937,Hamor,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1577528,Parosh,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q1579827,Bethuel,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1584907,Q1584907,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1585141,Moab,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1641601,Tattenai,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q1648259,Peleg,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1648259,Peleg,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q1675214,Ithamar,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q1675214,Ithamar,http://www.wikidata.org/entity/Q41490,Leviticus
http://www.wikidata.org/entity/Q1675214,Ithamar,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1675214,Ithamar,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1676803,Jabal,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q1676833,Jabez,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1684266,Javan,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1684266,Javan,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1686571,Jehu,http://www.wikidata.org/entity/Q12470321,2 Chronicles 19
http://www.wikidata.org/entity/Q1686571,Jehu,http://www.wikidata.org/entity/Q17997448,1 Kings 16
http://www.wikidata.org/entity/Q1687510,Jerahmeel,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1697019,Orpah,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q1703736,Q1703736,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1709507,Nabal,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1743921,Kittim,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1752707,Milcah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1761359,Zephaniah,http://www.wikidata.org/entity/Q188563,Book of Zephaniah
http://www.wikidata.org/entity/Q1771358,Salomon,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q1771358,Salomon,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q1771358,Salomon,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q1771358,Salomon,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1773005,Simeon,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1774668,Anna,http://www.wikidata.org/entity/Q152771,Presentation of Jesus at the Temple
http://www.wikidata.org/entity/Q1774668,Anna,http://www.wikidata.org/entity/Q9183493,Luke 2
http://www.wikidata.org/entity/Q1775026,Asher,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1784980,Nahshon,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q1784980,Nahshon,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1784980,Nahshon,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q1784980,Nahshon,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q1784980,Nahshon,http://www.wikidata.org/entity/Q9813916,1 Chronicles
