item,itemLabel,present_in_work,present_in_workLabel
http://www.wikidata.org/entity/Q400257,Ahimelech,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q400266,Ahinoam,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q400266,Ahinoam,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q400266,Ahinoam,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q400294,Ahitophel,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q400294,Ahitophel,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q430079,Whore of Babylon,http://www.wikidata.org/entity/Q12523863,Revelation 18
http://www.wikidata.org/entity/Q430079,Whore of Babylon,http://www.wikidata.org/entity/Q16160429,Revelation 17
http://www.wikidata.org/entity/Q435987,Cornelius the Centurion,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q457520,Arpachshad,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q457520,Arpachshad,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q463934,Athaliah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q463934,Athaliah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q466687,Damaris,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q471388,Elihu,http://www.wikidata.org/entity/Q4577,Job
http://www.wikidata.org/entity/Q477527,Amram,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q477527,Amram,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q477527,Amram,http://www.wikidata.org/entity/Q12476217,Numbers 26
http://www.wikidata.org/entity/Q479645,Obadiah,http://www.wikidata.org/entity/Q174753,Obadiah
http://www.wikidata.org/entity/Q480279,Abimelech,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q492665,Hur,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q502282,Eber,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q502282,Eber,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q536485,Othniel,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q536485,Othniel,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q536485,Othniel,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q539890,Lazarus of Bethany,http://www.wikidata.org/entity/Q36766,Gospel of John
http://www.wikidata.org/entity/Q550869,Dan,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q574641,Balaam,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q583207,Huldah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q583207,Huldah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q1827950,Salah,http://www.wikidata.org/entity/Q6701775,Luke 3
http://www.wikidata.org/entity/Q1827950,Salah,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q1827950,Salah,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q1889603,Vashti,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1889647,Achan,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q1889647,Achan,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1917635,Mehuman,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1933173,Achior,http://www.wikidata.org/entity/Q202129,Book of Judith
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q42614,Deuteronomy
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q178076,Book of Micah
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q245227,The Prince of Egypt
http://www.wikidata.org/entity/Q1938388,Miriam,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1941782,Nadabe,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q1941782,Nadabe,http://www.wikidata.org/entity/Q41490,Leviticus
http://www.wikidata.org/entity/Q1941782,Nadabe,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1941782,Nadabe,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1964706,Magog,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1964706,Magog,http://www.wikidata.org/entity/Q42040,Revelation
http://www.wikidata.org/entity/Q1964706,Magog,http://www.wikidata.org/entity/Q178390,Ezekiel
http://www.wikidata.org/entity/Q2038223,Amminadab,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q2038223,Amminadab,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q2038223,Amminadab,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q2038223,Amminadab,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2040793,Reu,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2040793,Reu,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q2040793,Reu,http://www.wikidata.org/entity/Q843946,Jubilees
http://www.wikidata.org/entity/Q2068934,Peninnah,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q2118973,Chedorlaomer,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2131345,Q2131345,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2131345,Q2131345,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2194240,Jehoiada,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q2194240,Jehoiada,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q2210407,Izhar,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q2210407,Izhar,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2224149,Sara,http://www.wikidata.org/entity/Q131737,Book of Tobit
http://www.wikidata.org/entity/Q2232911,Q2232911,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2238834,Dathan,http://www.wikidata.org/entity/Q41064,Psalms
http://www.wikidata.org/entity/Q2238834,Dathan,http://www.wikidata.org/entity/Q42614,Deuteronomy
http://www.wikidata.org/entity/Q2238834,Dathan,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q2238834,Dathan,http://www.wikidata.org/entity/Q155980,Sirach
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q131640,Nehemiah
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q178338,Book of Haggai
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q2256348,Shealtiel,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2274631,Q2274631,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q2335214,Heth,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2346367,Hannah,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q2381688,Q2381688,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q2415069,Q2415069,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q2418113,Chileab,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2424977,Elkanah,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q2426606,Ashur,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2426606,Ashur,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2464332,"Jude, brother of Jesus",http://www.wikidata.org/entity/Q107388,Gospel of Mark
http://www.wikidata.org/entity/Q2464332,"Jude, brother of Jesus",http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q2468894,Adonizedek,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q2474891,Heli,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q2495184,Enoch,http://www.wikidata.org/entity/Q843946,Jubilees
http://www.wikidata.org/entity/Q2495184,Enoch,http://www.wikidata.org/entity/Q5399452,Book of Giants
http://www.wikidata.org/entity/Q2495184,Enoch,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q2558734,Uz,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2559051,Gad,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2559051,Gad,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q2559051,Gad,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2590260,Ahijah the Shilonite,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q2596433,Naomi,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q2613514,Abdeel,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q2659583,Zelophehad,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q2659583,Zelophehad,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q2662239,Eglon,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q2669401,Mahalath,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2689456,Amasa,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2689456,Amasa,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2712606,Arioch,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2721201,Joses,http://www.wikidata.org/entity/Q107388,Gospel of Mark
http://www.wikidata.org/entity/Q2721201,Joses,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q2776374,Bildad,http://www.wikidata.org/entity/Q4577,Job
http://www.wikidata.org/entity/Q2804969,Micah,,
http://www.wikidata.org/entity/Q2825091,Adriel,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2825091,Adriel,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q2829011,Achsah,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q2829011,Achsah,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q2829011,Achsah,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2844493,Amraphel,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2898616,Hul,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2898616,Hul,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2899130,Eliphaz,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q2899130,Eliphaz,http://www.wikidata.org/entity/Q12490442,Genesis 36
http://www.wikidata.org/entity/Q2903509,Maacah,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q2903509,Maacah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q2904547,Ahimaaz,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q2904547,Ahimaaz,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q2904547,Ahimaaz,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2910407,Gether,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q2910407,Gether,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q2914557,Kohath,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q888890,Nahor,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q908531,Keturah,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q908531,Keturah,http://www.wikidata.org/entity/Q12490436,Genesis 25
http://www.wikidata.org/entity/Q922184,Caleb,http://www.wikidata.org/entity/Q42614,Deuteronomy
http://www.wikidata.org/entity/Q922184,Caleb,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q922184,Caleb,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q922184,Caleb,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q922184,Caleb,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q927410,Jared,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q927410,Jared,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q937827,Delilah,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q939384,Zeresh,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q942467,Child Jesus,http://www.wikidata.org/entity/Q210709,Infancy Gospel of Thomas
http://www.wikidata.org/entity/Q946939,Phut,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q946939,Phut,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q954820,Yael,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q976765,Sisera,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q976765,Sisera,http://www.wikidata.org/entity/Q181620,Books of Samuel
http://www.wikidata.org/entity/Q976765,Sisera,http://www.wikidata.org/entity/Q2290225,Sisara
http://www.wikidata.org/entity/Q976765,Sisera,http://www.wikidata.org/entity/Q5320172,Dèbora e Jaéle
http://www.wikidata.org/entity/Q977435,Gehazi,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q978409,Jason of Tarsus,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q1030008,Tamar,http://www.wikidata.org/entity/Q12470203,1 Chronicles 2
http://www.wikidata.org/entity/Q1030008,Tamar,http://www.wikidata.org/entity/Q12490445,Genesis 38
http://www.wikidata.org/entity/Q1030008,Tamar,http://www.wikidata.org/entity/Q12509216,Ruth 4
http://www.wikidata.org/entity/Q1068499,Togarmah,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q1133337,Abner,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q1133337,Abner,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q1133337,Abner,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1133523,Jephthah,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1135632,Rahab,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q1135632,Rahab,http://www.wikidata.org/entity/Q128608,Epistle to the Hebrews
http://www.wikidata.org/entity/Q1135632,Rahab,http://www.wikidata.org/entity/Q131097,Epistle of James
http://www.wikidata.org/entity/Q1135632,Rahab,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q1135791,Obed,http://www.wikidata.org/entity/Q80038,Ruth
http://www.wikidata.org/entity/Q1136380,Mordecai,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1138595,Cush,http://www.wikidata.org/entity/Q12470193,1 Chronicles 1
http://www.wikidata.org/entity/Q1138595,Cush,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q1141064,Joab,http://www.wikidata.org/entity/Q41064,Psalms
http://www.wikidata.org/entity/Q1141064,Joab,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q1141064,Joab,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q1141064,Joab,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1141064,Joab,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1143157,Jair,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1147704,Elam,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1147704,Elam,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1148172,Gomer,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1148687,Potiphar,http://www.wikidata.org/entity/Q12490443,Genesis 37
http://www.wikidata.org/entity/Q1148687,Potiphar,http://www.wikidata.org/entity/Q12490444,Genesis 39
http://www.wikidata.org/entity/Q1161313,Serug,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1195680,Eliezer,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q1199156,Haran,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1234538,Doeg the Edomite,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1277966,Ithobaal I,http://www.wikidata.org/entity/Q17997448,1 Kings 16
http://www.wikidata.org/entity/Q1294423,Shelah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1294423,Shelah,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1296510,Ephrath,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1300996,Ehud,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1330627,Elishah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1333225,Elon,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1337316,Korah,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1341397,Michal,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q1341397,Michal,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1341397,Michal,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1343034,Rufus of Thebes,,
http://www.wikidata.org/entity/Q1343803,Abimelech,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1347943,Er,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1352758,Cozbi,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1356181,Tubal-cain,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q1359769,Nathanael,http://www.wikidata.org/entity/Q4119802,John 21
http://www.wikidata.org/entity/Q1359769,Nathanael,http://www.wikidata.org/entity/Q4207657,John 1
http://www.wikidata.org/entity/Q1369215,Mizraim,http://www.wikidata.org/entity/Q28739446,Genesis 10
http://www.wikidata.org/entity/Q1370497,Ahasuerus,http://www.wikidata.org/entity/Q80115,Book of Daniel
http://www.wikidata.org/entity/Q1370497,Ahasuerus,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1370497,Ahasuerus,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q1370497,Ahasuerus,http://www.wikidata.org/entity/Q131737,Book of Tobit
http://www.wikidata.org/entity/Q1370913,Ethan,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q1370913,Ethan,http://www.wikidata.org/entity/Q1344257,Psalm 89
http://www.wikidata.org/entity/Q1370913,Ethan,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1374017,Ethiopian eunuch,http://www.wikidata.org/entity/Q40309,Acts of the Apostles
http://www.wikidata.org/entity/Q1384449,Theophilus,,
http://www.wikidata.org/entity/Q1391553,Witch of Endor,http://www.wikidata.org/entity/Q1975029,1 Samuel
http://www.wikidata.org/entity/Q1411953,Balak,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q1412773,Tobias,http://www.wikidata.org/entity/Q131737,Book of Tobit
http://www.wikidata.org/entity/Q1424200,Hammedatha,http://www.wikidata.org/entity/Q131068,Book of Esther
http://www.wikidata.org/entity/Q1432204,Jubal,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q1449132,Iscah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1478110,Keziah,http://www.wikidata.org/entity/Q4577,Job
http://www.wikidata.org/entity/Q1481751,Tiras,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1481751,Tiras,http://www.wikidata.org/entity/Q843946,Jubilees
http://www.wikidata.org/entity/Q1481766,Tubal,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1481766,Tubal,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q1497453,Gedaliah,http://www.wikidata.org/entity/Q131590,Jeremiah
http://www.wikidata.org/entity/Q1497453,Gedaliah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q1514983,Gershom,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q1514983,Gershom,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1516117,Tola,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1516550,Shamgar,http://www.wikidata.org/entity/Q81240,Judges
http://www.wikidata.org/entity/Q1518112,Dodanim,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q1531578,Micaiah,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q107626,Seth,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q107626,Seth,http://www.wikidata.org/entity/Q14566195,Genesis 5
http://www.wikidata.org/entity/Q109920,Jotham of Judah,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q109920,Jotham of Judah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q122035,Dinah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q125102,Necho II,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q125102,Necho II,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q126689,Jehoshaphat,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q126689,Jehoshaphat,http://www.wikidata.org/entity/Q209720,2 Chronicles
http://www.wikidata.org/entity/Q126689,Jehoshaphat,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q126778,Naaman,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q126778,Naaman,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q128063,Phinehas,http://www.wikidata.org/entity/Q9190,Exodus
http://www.wikidata.org/entity/Q128063,Phinehas,http://www.wikidata.org/entity/Q43099,Numbers
http://www.wikidata.org/entity/Q128063,Phinehas,http://www.wikidata.org/entity/Q47680,Joshua
http://www.wikidata.org/entity/Q128063,Phinehas,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q128267,Joseph,http://www.wikidata.org/entity/Q152771,Presentation of Jesus at the Temple
http://www.wikidata.org/entity/Q128847,Leah,http://www.wikidata.org/entity/Q9184,Book of Genesis
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q428,Quran
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q42040,Revelation
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q48203,Epistle to the Romans
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q51675,Malachi
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q131097,Epistle of James
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q155980,Sirach
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q209746,2 Kings
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q220890,Book of Enoch
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q392302,Gospel of Matthew
http://www.wikidata.org/entity/Q133507,Elijah,http://www.wikidata.org/entity/Q4780100,Apocalypse of Elijah
http://www.wikidata.org/entity/Q139464,Zechariah,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q140100,Zadok,http://www.wikidata.org/entity/Q131066,1 Kings
http://www.wikidata.org/entity/Q140100,Zadok,http://www.wikidata.org/entity/Q131635,Ezra
http://www.wikidata.org/entity/Q140100,Zadok,http://www.wikidata.org/entity/Q209719,2 Samuel
http://www.wikidata.org/entity/Q140100,Zadok,http://www.wikidata.org/entity/Q9813916,1 Chronicles
http://www.wikidata.org/entity/Q155852,Lamech,http://www.wikidata.org/entity/Q12490446,Genesis 4
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q39939,Gospel of Luke
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q220890,Book of Enoch
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q516792,Second Book of Enoch
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q3257242,Book of Moses
http://www.wikidata.org/entity/Q156290,Methuselah,http://www.wikidata.org/entity/Q9813916,1 Chronicles
