refs_before,vectors,accurated,changed
"{'Bekhorot 31b', 'JTmock Shekalim 2:5:5'}","{'Song of Songs 7.10', 'Yevamot 97a:1', 'Sanhedrin 90b:11', 'Psalms 61.5'}","{('JTmock Shekalim 2:5:5', 'Bekhorot 31b:11'), ('JTmock Shekalim 2:5:5', 'Bekhorot 31b:9')}",False
"{'JTmock Shekalim 3:2:6', 'Kohelet Rabbah 8:1'}","{'Ecclesiastes 8.1', 'Pesikta Rabbati 14.1'}","{('JTmock Shekalim 3:2:6-8', 'Kohelet Rabbah 8:1:5'), ('JTmock Shekalim 3:2:6', 'Kohelet Rabbah 8:1:5')}",False
"{'JTmock Shekalim 3:2:6', 'Pesikta Rabbati 14'}","{'Kohelet Rabbah 8:1:5', 'Kohelet Rabbah 8:1:2', 'Kohelet Rabbah 8:1:3', 'Kohelet Rabbah 8:1:1', 'Kohelet Rabbah 8:1:4'}",set(),True
"{'JTmock Shekalim 3:3:5', 'Shir HaShirim Rabbah 1:1'}","{'Mishnah Sotah 9.15', 'Proverbs 22.4', 'Leviticus 12:8', 'Proverbs 2.5', 'Leviticus 16:20', 'Isaiah 57:15', 'Ezekiel 37:6', 'Psalms 89:2', 'Leviticus 16:19'}","{('JTmock Shekalim 3:3:5', 'Shir HaShirim Rabbah 1:1:8'), ('JTmock Shekalim 3:3:5', 'Shir HaShirim Rabbah 1:1:9')}",False
"{'Shir HaShirim Rabbah 3:7-8', 'JTmock Shekalim 4:2:3'}",{'Bamidbar Rabbah 11.3'},set(),True
"{'JTmock Shekalim 4:2:3', 'Ketubot 106a'}","{'Bamidbar Rabbah 11.3', 'Tosefta Shekalim (Lieberman) 2.6'}","{('JTmock Shekalim 4:2:3', 'Ketubot 106a:9-10'), ('JTmock Shekalim 4:2:3', 'Ketubot 106a:11')}",False
"{'Yoma 38b', 'JTmock Shekalim 5:1:18'}",{'Tosefta Yoma (Lieberman) 2.8'},set(),True
"{'Yoma 38a', 'JTmock Shekalim 5:1:20'}","{'Numbers 32:22', 'Mishnah Yoma 3.11'}","{('JTmock Shekalim 5:1:20', 'Yoma 38a:9'), ('JTmock Shekalim 5:1:20', 'Yoma 38a:5-6')}",False
"{'JTmock Shekalim 5:2:5', 'Midrash Tanchuma, Ki Tisa 29'}",{'Exodus 34.1'},set(),True
"{'Pirkei DeRabbi Eliezer 46', 'JTmock Shekalim 5:2:5'}",{'Exodus 34.1'},set(),True
"{'Yoma 52b', 'JTmock Shekalim 6:1:6'}","{'Keritot 5b:17', 'Horayot 12a:2', 'Keritot 5b:16', 'II Chronicles 35.3', 'Horayot 12a:1', 'Deuteronomy 28.36', 'Tosefta Yoma (Lieberman) 2.15', 'Seder Olam Rabbah 24.2'}","{('JTmock Shekalim 6:1:6', 'Yoma 52b:12'), ('JTmock Shekalim 6:1:6', 'Yoma 52b:11-12'), ('JTmock Shekalim 6:1:6', 'Yoma 52b:13'), ('JTmock Shekalim 6:1:6', 'Yoma 52b:11')}",False
"{'Keritot 5b', 'JTmock Shekalim 6:1:6'}","{'Horayot 12a:11', 'Horayot 12a:6', 'Horayot 12a:12', 'Horayot 12a:9', 'Yoma 52b:11', 'Horayot 12a:5', 'Horayot 12a:10', 'II Chronicles 35.3', 'Horayot 12a:7', 'Horayot 12a:8', 'Tosefta Yoma (Lieberman) 2.15'}","{('JTmock Shekalim 6:1:6', 'Keritot 5b:21-22'), ('JTmock Shekalim 6:1:6', 'Keritot 5b:28-30'), ('JTmock Shekalim 6:1:6', 'Keritot 5b:16-17'), ('JTmock Shekalim 6:1:6', 'Keritot 5b:24-25'), ('JTmock Shekalim 6:1:6', 'Keritot 5b:26-27'), ('JTmock Shekalim 6:1:6', 'Keritot 5b:17')}",False
"{'Seder Olam Rabbah', 'JTmock Shekalim 6:1:6'}","{'II Chronicles 35.3', 'Yoma 52b:13'}",set(),True
"{'JTmock Shekalim 6:1:6', 'Horayot 12a'}","{'Keritot 5b:22', 'Deuteronomy 28.36', 'Keritot 5b:30', 'Keritot 5b:27', 'Yoma 52b:11', 'Keritot 5b:24', 'Keritot 5b:25', 'II Chronicles 35.3', 'Keritot 5b:29', 'Yoma 52b:12', 'Keritot 5b:21', 'Keritot 5b:26', 'Keritot 5b:28'}","{('JTmock Shekalim 6:1:6', 'Horayot 12a:7'), ('JTmock Shekalim 6:1:6', 'Horayot 12a:2'), ('JTmock Shekalim 6:1:6', 'Horayot 12a:5-6'), ('JTmock Shekalim 6:1:6', 'Horayot 12a:10-12'), ('JTmock Shekalim 6:1:6', 'Horayot 12a:8-9'), ('JTmock Shekalim 6:1:6', 'Horayot 12a:1-2')}",False
"{'Midrash Tanchuma, Eikev 11', 'JTmock Shekalim 6:1:11-13'}",{'Deuteronomy 10.2'},set(),True
"{'Yoma 72b', 'JTmock Shekalim 6:1:11-13'}",{'Exodus 25.10'},set(),True
"{'Shir HaShirim Rabbah 1:11', 'JTmock Shekalim 6:1:13'}",{'Exodus 25:11'},set(),True
"{'JTmock Shekalim 6:1:13', 'Midrash Tanchuma, Vayakhel 7'}",{'Deuteronomy 10.2'},set(),True
"{'JTmock Shekalim 6:1:14', 'Midrash Tanchuma, Vayakhel 7'}",{'Exodus 32:15'},set(),True
"{'JTmock Shekalim 6:1:14', 'Tosefta Nazir (Lieberman) 1'}","{'Nazir 8b:8', 'Nazir 8b:6'}","{('JTmock Shekalim 6:1:14', 'Tosefta Nazir (Lieberman) 1:2'), ('JTmock Shekalim 6:1:14', 'Tosefta Nazir (Lieberman) 1:3')}",False
"{'JTmock Shekalim 6:1:14', 'Nazir 8b'}","{'Tosefta Nazir (Lieberman) 1:2', 'Tosefta Nazir (Lieberman) 1.3'}","{('JTmock Shekalim 6:1:14', 'Nazir 8b:8'), ('JTmock Shekalim 6:1:14', 'Nazir 8b:6')}",False
"{'JTmock Shekalim 6:3:4', 'Menachot 29a'}","{'Exodus 25.39', 'II Chronicles 4.21'}",set(),True
"{'Moed Katan 3b', 'JTmock Sheviit 1:1:2'}","{'Makkot 8b.4', 'Exodus 34:21', 'JTmock Kilayim 8:1:9', 'Makkot 8b:3'}","{('JTmock Sheviit 1:1:2-3', 'Moed Katan 3b:1'), ('JTmock Sheviit 1:1:2', 'Moed Katan 3b:13-4a:2'), ('JTmock Sheviit 1:1:2', 'Moed Katan 3b:4')}",False
"{'Makkot 8b', 'JTmock Sheviit 1:1:2'}","{'Exodus 34:21', 'Moed Katan 3b:13'}","{('JTmock Sheviit 1:1:2', 'Makkot 8b:3-4'), ('JTmock Sheviit 1:1:2', 'Makkot 8b:3')}",False
"{'Moed Katan 3b', 'JTmock Sheviit 1:1:3'}","{'Megillah 2a:6', 'JTmock Sheviit 1.5.2', 'Tosefta Sheviit (Lieberman) 1.1', 'JTmock Kilayim 8:1:9', 'Mishnah Eduyot 1.5'}","{('JTmock Sheviit 1:1:3', 'Moed Katan 3b:9'), ('JTmock Sheviit 1:1:3', 'Moed Katan 3b:11'), ('JTmock Sheviit 1:1:3', 'Moed Katan 3b:8-9'), ('JTmock Sheviit 1:1:2-3', 'Moed Katan 3b:1')}",False
"{'Megillah 2a', 'JTmock Sheviit 1:1:3'}","{'Moed Katan 3b:9', 'Mishnah Eduyot 1.5'}",set(),True
"{'JTmock Sheviit 1:3:4', 'Bava Batra 83a'}",{'Eruvin 3b:19'},set(),True
"{'Shabbat 103b', 'JTmock Sheviit 1:5:2'}","{'Taanit 2b:12', 'Taanit 2b:13', 'Taanit 2b:14', 'Numbers 29:19', 'JTmock Rosh Hashanah 1.3.7', 'Numbers 29:33', 'Numbers 29:31'}",set(),True
"{'Taanit 2b', 'JTmock Sheviit 1:5:2'}","{'Numbers 29:31', 'Numbers 29:19', 'Shabbat 103b.15', 'Numbers 29:33'}","{('JTmock Sheviit 1:5:2', 'Taanit 2b:16'), ('JTmock Sheviit 1:5:2', 'Taanit 2b:12-14'), ('JTmock Sheviit 1:5:2', 'Taanit 2b:13'), ('JTmock Sheviit 1:5:2', 'Taanit 2b:15')}",False
"{'JTmock Sheviit 1:5:3', 'Bereishit Rabbah 22'}","{'JTmock Shabbat 1.4.16', 'Deuteronomy 32.47', 'JTmock Ketubot 8.11.5', 'Bereishit Rabbah 53.15', 'Bereishit Rabbah 1:14'}",set(),True
"{'Bereishit Rabbah 53', 'JTmock Sheviit 1:5:3'}","{'JTmock Shabbat 1.4.16', 'Deuteronomy 32.47', 'JTmock Ketubot 8.11.5', 'Bereishit Rabbah 22.2', 'Bereishit Rabbah 1:14'}",set(),True
"{'Moed Katan 13a', 'JTmock Sheviit 2:4:4'}","{'Gittin 44a:19', 'Bekhorot 34b:14', 'Bekhorot 34b:17'}","{('JTmock Sheviit 2:4:4', 'Moed Katan 13a:2'), ('JTmock Sheviit 2:4:4', 'Moed Katan 12b:22-13a:1'), ('JTmock Sheviit 2:4:4', 'Moed Katan 13a:4')}",False
"{'Gittin 44a', 'JTmock Sheviit 2:4:4'}","{'Moed Katan 13a:1', 'Bekhorot 34b:13', 'Bekhorot 34b:14'}",set(),True
"{'Bekhorot 34b', 'JTmock Sheviit 2:4:4'}","{'Gittin 44a:19', 'Moed Katan 13a:4', 'Moed Katan 13a:2'}","{('JTmock Sheviit 2:4:4', 'Bekhorot 34b:14'), ('JTmock Sheviit 2:4:4', 'Bekhorot 34b:13-14'), ('JTmock Sheviit 2:4:4', 'Bekhorot 34b:17')}",False
"{'JTmock Sheviit 2:4:5', 'Rosh Hashanah 9b'}","{'Tosefta Rosh Hashanah (Lieberman) 1.8', 'JTmock Orlah 1.2.8', 'Tosefta Sheviit (Lieberman) 2.3', 'Leviticus 19.24', 'Leviticus 19.23'}","{('JTmock Sheviit 2:4:5', 'Rosh Hashanah 9b:11'), ('JTmock Sheviit 2:4:5', 'Rosh Hashanah 9b:9-13'), ('JTmock Sheviit 2:4:5', 'Rosh Hashanah 9b:13')}",False
"{'Rosh Hashanah 14a', 'JTmock Sheviit 2:5:4'}",{'Deuteronomy 16.13'},set(),True
"{'Rosh Hashanah 13b', 'JTmock Sheviit 2:5:6'}",{'Menachot 30b:15'},set(),True
"{'Menachot 30b', 'JTmock Sheviit 2:5:6'}",{'Rosh Hashanah 13b:6'},set(),True
"{'Rosh Hashanah 13b', 'JTmock Sheviit 2:5:8'}",{'Menachot 30b:15'},set(),True
"{'Menachot 30b', 'JTmock Sheviit 2:5:8'}",{'Rosh Hashanah 13b:6'},set(),True
"{'JTmock Sheviit 3:3:6', 'Moed Katan 12a'}",{'Tosefta Sheviit (Lieberman) 2.20'},set(),True
"{'Midrash Tanchuma, Tetzaveh 8', 'JTmock Sheviit 3:7:4'}","{'Psalms 50.23', 'I Chronicles 8.33'}",set(),True
"{'JTmock Sheviit 4:1:6', 'Sanhedrin 26a'}",{'Tosefta Sheviit (Lieberman) 3.8'},set(),True
"{'JTmock Sheviit 4:2:8', 'Moed Katan 13a'}","{'Bekhorot 34b:14', 'Bekhorot 34b:17'}","{('JTmock Sheviit 4:2:8', 'Moed Katan 13a:4'), ('JTmock Sheviit 4:2:8', 'Moed Katan 13a:2')}",False
"{'Bekhorot 34b', 'JTmock Sheviit 4:2:8'}","{'Moed Katan 13a:4', 'Moed Katan 13a:2'}","{('JTmock Sheviit 4:2:8', 'Bekhorot 34b:17'), ('JTmock Sheviit 4:2:8', 'Bekhorot 34b:14')}",False
"{'Shir HaShirim Rabbah 1:2', 'JTmock Sheviit 4:2:10'}",{'Mishnah Berakhot 1.3'},set(),True
"{'JTmock Sheviit 4:4:5', 'Pesachim 56a'}",{'Mishnah Pesachim 4.8'},set(),True
"{'JTmock Sheviit 4:6:6', 'Eruvin 28b'}",{'Mishnah Oktzin 3.7'},set(),True
"{'Moed Katan 29a', 'JTmock Sheviit 4:8:4'}","{'Psalms 84.8', 'Berakhot 64a:10'}","{('JTmock Sheviit 4:8:4', 'Moed Katan 29a:5'), ('JTmock Sheviit 4:8:4', 'Moed Katan 29a:2')}",False
"{'Berakhot 64a', 'JTmock Sheviit 4:8:4'}","{'Psalms 84.8', 'Moed Katan 29a.2'}","{('JTmock Sheviit 4:8:4', 'Berakhot 64a:11'), ('JTmock Sheviit 4:8:4', 'Berakhot 64a:10')}",False
"{'JTmock Sheviit 4:8:5', 'Sanhedrin 110b'}","{'Psalms 88:16', 'Psalms 22.31', 'Psalms 22.32', 'Isaiah 26.2', 'Shabbat 119b.5'}","{('JTmock Sheviit 4:8:5', 'Sanhedrin 110b:14'), ('JTmock Sheviit 4:8:5', 'Sanhedrin 110b:12'), ('JTmock Sheviit 4:8:5', 'Sanhedrin 110b:13'), ('JTmock Sheviit 4:8:5', 'Sanhedrin 110b:14-111a:1')}",False
"{'Shabbat 119b', 'JTmock Sheviit 4:8:5'}","{'Isaiah 26.2', 'Sanhedrin 110b:14'}",set(),True
"{'JTmock Sheviit 5:1:4', 'Rosh Hashanah 15b'}",{'Tosefta Sheviit (Lieberman) 4.20'},set(),True
"{'Pesachim 51b', 'JTmock Sheviit 5:2:4'}",{'Mishnah Sheviit 9.1'},set(),True
"{'Bava Kamma 46a', 'JTmock Sheviit 5:3:5'}","{'Bava Batra 92a:2', 'Bava Batra 92a:3'}",set(),True
"{'Bava Batra 92a', 'JTmock Sheviit 5:3:5'}","{'Bava Kamma 46a:11', 'Bava Kamma 46a:12'}",set(),True
"{'Gittin 44b', 'JTmock Sheviit 5:3:5'}","{'Arakhin 29b:12', 'Arakhin 29b.5', 'Arakhin 29b.13', 'Arakhin 29b:11'}","{('JTmock Sheviit 5:3:5', 'Gittin 44b:16'), ('JTmock Sheviit 5:3:5', 'Gittin 44b:17-45a:4')}",False
"{'Arakhin 29b', 'JTmock Sheviit 5:3:5'}","{'Gittin 44b:17', 'Gittin 44b:16', 'Gittin 44b:18'}","{('JTmock Sheviit 5:3:5', 'Arakhin 29b:5'), ('JTmock Sheviit 5:3:5', 'Arakhin 29b:11-30a:3')}",False
"{'Avodah Zarah 56a', 'JTmock Sheviit 5:4:5'}",{'Tosefta Avodah Zarah 8:1'},set(),True
"{'JTmock Sheviit 6:1:2', 'Sifrei Devarim 59'}","{'JTmock Kiddushin 1.8.2', 'Deuteronomy 12.1'}",set(),True
"{'JTmock Sheviit 6:1:2', 'Kiddushin 37a'}","{'JTmock Kiddushin 1.8.2', 'Deuteronomy 12.1', 'Mishnah Kiddushin 1.9'}","{('JTmock Sheviit 6:1:2', 'Kiddushin 36b:8-37a:1'), ('JTmock Sheviit 6:1:2', 'Kiddushin 37a:5')}",False
"{'Yevamot 82b', 'JTmock Sheviit 6:1:3'}",{'Deuteronomy 30:5'},set(),True
"{'JTmock Sheviit 6:1:3', 'Seder Olam Rabbah 30'}",{'Deuteronomy 30:5'},set(),True
"{'Arakhin 32b', 'JTmock Sheviit 6:1:3'}","{'Deuteronomy 30:5', 'Nehemiah 8.17'}","{('JTmock Sheviit 6:1:3', 'Arakhin 32b:9'), ('JTmock Sheviit 6:1:3', 'Arakhin 32b:11')}",False
"{'Midrash Tanchuma Buber, Vayechi 10', 'JTmock Sheviit 6:1:4'}","{'JTmock Terumot 1.1.24', 'JTmock Yoma 8.5.2', 'JTmock Maasrot 2.1.2', 'JTmock Demai 3.4.8', 'Nehemiah 10.1', 'JTmock Terumot 11.4.8'}","{('JTmock Sheviit 6:1:4', 'Midrash Tanchuma Buber, Vayechi 10:4'), ('JTmock Sheviit 6:1:4', 'Midrash Tanchuma Buber, Vayechi 10:2')}",False
"{'Midrash Tanchuma, Vayechi 8', 'JTmock Sheviit 6:1:4'}","{'JTmock Kiddushin 1.8.4', 'JTmock Kiddushin 1.8.5', 'Nehemiah 10.1'}","{('JTmock Sheviit 6:1:4', 'Midrash Tanchuma, Vayechi 8:3'), ('JTmock Sheviit 6:1:2-6', 'Midrash Tanchuma, Vayechi 8:3')}",False
"{'Bava Batra 56a', 'JTmock Sheviit 6:1:5'}","{'Genesis 15.19', 'JTmock Kiddushin 1.8.5'}","{('JTmock Sheviit 6:1:5', 'Bava Batra 56a:9'), ('JTmock Sheviit 6:1:2-6', 'Bava Batra 56a:9')}",False
"{'Gittin 7b', 'JTmock Sheviit 6:1:6'}",{'Tosefta Oholot 18:8'},set(),True
"{'Midrash Tanchuma Buber, Achrei Mot 6', 'JTmock Sheviit 6:1:7'}","{'Numbers 33.49', 'Amos 7.14'}","{('JTmock Sheviit 6:1:7', 'Midrash Tanchuma Buber, Achrei Mot 6:2'), ('JTmock Sheviit 6:1:7', 'Midrash Tanchuma Buber, Achrei Mot 6:1')}",False
"{'JTmock Sheviit 6:1:7', 'Midrash Tanchuma, Achrei Mot 6'}","{'Numbers 33.49', 'Amos 7.14'}",set(),True
"{'JTmock Sheviit 6:1:7', 'Yoma 53a'}",{'Eruvin 63a.15'},set(),True
"{'Eruvin 63a', 'JTmock Sheviit 6:1:7'}",{'Yoma 53a.20'},set(),True
"{'JTmock Sheviit 6:1:18', 'Sukkah 27b'}",{'Sukkah 28a:3'},set(),True
"{'Sukkah 28a', 'JTmock Sheviit 6:1:18'}",{'Sukkah 27b.11'},set(),True
"{'Avodah Zarah 58b', 'JTmock Sheviit 6:1:19'}",{'Deuteronomy 4:43'},set(),True
"{'JTmock Sheviit 6:1:20', 'Chullin 60b'}",{'Numbers 21.26'},set(),True
"{'Gittin 8a', 'JTmock Sheviit 6:1:22'}","{'Numbers 34.6', 'JTmock Challah 4:4:6'}",set(),True
"{'Sifrei Bamidbar 161', 'JTmock Sheviit 6:1:23'}",{'Song of Songs 4.8'},set(),True
"{'Shir HaShirim Rabbah 4:8', 'JTmock Sheviit 6:1:23'}",{'Song of Songs 4.8'},set(),True
"{'JTmock Sheviit 6:2:4', 'Avodah Zarah 14b'}",{'Mishnah Avodah Zarah 2.1'},set(),True
"{'Nedarim 57b', 'JTmock Sheviit 6:3:3'}",{'JTmock Orlah 1.3.13'},set(),True
"{'Nedarim 57b', 'JTmock Sheviit 6:3:4'}","{'Menachot 69b:9', 'JTmock Orlah 1.1.13', 'Menachot 69b:8'}",set(),True
"{'JTmock Sheviit 6:3:4', 'Menachot 69b'}","{'JTmock Orlah 1.1.13', 'Nedarim 57b:5', 'Nedarim 57b:4'}",set(),True
"{'Pesachim 34a', 'JTmock Sheviit 6:3:4'}","{'Nedarim 57a.1', 'Mishnah Terumot 9.6'}",set(),True
"{'JTmock Sheviit 6:3:4', 'Shabbat 17b'}",{'Mishnah Terumot 9.4'},set(),True
"{'JTmock Sheviit 6:3:4', 'Nedarim 57a'}","{'Pesachim 34a:4', 'Mishnah Terumot 9.6'}",set(),True
"{'Nedarim 53b', 'JTmock Sheviit 6:4:2'}","{'JTmock Peah 5:1:4', 'Tosefta Sheviit (Lieberman) 4.16'}",set(),True
"{'Sanhedrin 12a', 'JTmock Sheviit 6:4:2'}",{'Tosefta Sheviit (Lieberman) 4.16'},set(),True
"{'JTmock Sheviit 6:4:4', 'Nedarim 53a'}","{'Tosefta Nedarim (Lieberman) 3.6', 'Mishnah Nedarim 6.9'}","{('JTmock Sheviit 6:4:4', 'Nedarim 53a:6'), ('JTmock Sheviit 6:4:4', 'Nedarim 53a:5-6')}",False
"{'JTmock Sheviit 6:4:6', 'Pesachim 52b'}","{'Leviticus 25:7', 'Tosefta Sheviit (Lieberman) 5.1'}",set(),True
"{'Sukkah 40a', 'JTmock Sheviit 7:1:2'}","{'Bava Kamma 102a:12', 'Bava Kamma 102a:15', 'Bava Kamma 102a:9', 'Bava Kamma 102a.11', 'Bava Kamma 102a.14', 'Bava Kamma 102a:5', 'Bava Kamma 102a.13', 'Bava Kamma 102a:1', 'Beitzah 28b:7', 'Bava Kamma 102a:8', 'Bava Kamma 102a:6', 'Bava Kamma 102a:7', 'Bava Kamma 102a:3', 'Bava Kamma 102a:17', 'Bava Kamma 102a:4', 'Beitzah 28b:6', 'Bava Kamma 102a.10', 'Bava Kamma 102a:16', 'Makkot 13a.13', 'Leviticus 25:6', 'Bava Kamma 102a:2'}","{('JTmock Sheviit 7:1:2', 'Sukkah 40a:8'), ('JTmock Sheviit 7:1:2', 'Sukkah 40a:9-40b:2'), ('JTmock Sheviit 7:1:2', 'Sukkah 40a:5'), ('JTmock Sheviit 7:1:2', 'Sukkah 40a:7')}",False
"{'Megillah 7b', 'JTmock Sheviit 7:1:2'}","{'Bava Kamma 102a:3', 'Bava Kamma 102a:4'}",set(),True
"{'Sukkah 40b', 'JTmock Sheviit 7:1:2'}","{'Bava Kamma 102a:7', 'Bava Kamma 102a:5', 'Bava Kamma 102a:6'}",set(),True
"{'Bava Kamma 102a', 'JTmock Sheviit 7:1:2'}","{'Sukkah 40a.7', 'Sukkah 40b:1', 'Leviticus 25:6', 'Sukkah 40a:9', 'Megillah 7b:14', 'Sukkah 40b:2', 'Megillah 7b:13', 'Sukkah 40a.6'}","{('JTmock Sheviit 7:1:2', 'Bava Kamma 102a:1'), ('JTmock Sheviit 7:1:2', 'Bava Kamma 102a:2'), ('JTmock Sheviit 7:1:2', 'Bava Kamma 102a:3'), ('JTmock Sheviit 7:1:2', 'Bava Kamma 102a:5-7'), ('JTmock Sheviit 7:1:2', 'Bava Kamma 102a:3-4')}",False
"{'Beitzah 28b', 'JTmock Sheviit 7:1:2'}",{'Sukkah 40a.8'},set(),True
"{'JTmock Sheviit 7:1:3', 'Shabbat 90a'}","{'Niddah 62a:7', 'Niddah 62a:5', 'Niddah 62a:6', 'Niddah 62a:8'}",set(),True
"{'JTmock Sheviit 7:1:3', 'Niddah 62a'}","{'Shabbat 90a:4', 'Shabbat 90a:5', 'Shabbat 90a:3'}",set(),True
"{'Niddah 8b', 'JTmock Sheviit 7:2:5'}","{'Avodah Zarah 35b:4', 'Avodah Zarah 35b:5', 'Mishnah Orlah 1.7'}",set(),True
"{'Avodah Zarah 35b', 'JTmock Sheviit 7:2:5'}","{'Niddah 8b:5', 'Mishnah Orlah 1.7'}","{('JTmock Sheviit 7:2:5', 'Avodah Zarah 35b:4-5'), ('JTmock Sheviit 7:2:5', 'Avodah Zarah 35b:5')}",False
"{'Shabbat 25a', 'JTmock Sheviit 7:2:6'}",{'Yevamot 74a.18'},set(),True
"{'Yevamot 74a', 'JTmock Sheviit 7:2:6'}",{'Shabbat 25a.2'},set(),True
"{'Shabbat 111a', 'JTmock Sheviit 8:2:2'}","{'Beitzah 18b:4', 'Beitzah 18b:7', 'Beitzah 18b:5', 'JTmock Shabbat 14:4:2', 'Mishnah Shabbat 14.4'}","{('JTmock Sheviit 8:2:2', 'Shabbat 111a:3'), ('JTmock Sheviit 8:2:2', 'Shabbat 111a:4'), ('JTmock Sheviit 8:2:2', 'Shabbat 111a:7'), ('JTmock Sheviit 8:2:2', 'Shabbat 111a:5-6')}",False
"{'JTmock Sheviit 8:2:2', 'Beitzah 18b'}","{'Shabbat 111a.7', 'Shabbat 111a:5', 'Tosefta Shabbat (Lieberman) 12.9', 'Mishnah Shabbat 14.4', 'Shabbat 111a:6', 'Shabbat 111a.3'}","{('JTmock Sheviit 8:2:2', 'Beitzah 18b:4'), ('JTmock Sheviit 8:2:2', 'Beitzah 18b:7'), ('JTmock Sheviit 8:2:2', 'Beitzah 18b:5')}",False
"{'JTmock Sheviit 8:4:2', 'Shabbat 148a'}","{'Mishnah Shabbat 23.1', 'JTmock Maaser Sheni 3:1:2'}",set(),True
"{'JTmock Sheviit 8:4:2', 'Avodah Zarah 62a'}","{'Mishnah Maaser Sheni 3:1', 'JTmock Maaser Sheni 3:1:2', 'Tosefta Sheviit (Lieberman) 6.23', 'Mishnah Sheviit 8.4'}","{('JTmock Sheviit 8:4:2', 'Avodah Zarah 62a:7-62b:1'), ('JTmock Sheviit 8:4:2', 'Avodah Zarah 62a:3'), ('JTmock Sheviit 8:4:2', 'Avodah Zarah 62a:5-7'), ('JTmock Sheviit 8:3:5-4:2', 'Avodah Zarah 62a:3')}",False
"{'JTmock Sheviit 8:5:4', 'Nedarim 80b'}",{'Tosefta Bava Metzia (Lieberman) 11.33'},set(),True
"{'JTmock Sheviit 8:5:4', 'Sukkah 40a'}","{'Bava Kamma 102a:12', 'Tosefta Sheviit (Lieberman) 6.25', 'Bava Kamma 102a.10', 'Bava Kamma 102a:16', 'Bava Kamma 102a:8', 'Bava Kamma 102a:15', 'Bava Kamma 102a:6', 'Bava Kamma 102a.14', 'Bava Kamma 102a:9', 'Bava Kamma 102a:7', 'Bava Kamma 102a:5', 'Bava Kamma 102a.11', 'Bava Kamma 102a:3', 'Bava Kamma 102a.13', 'Bava Kamma 102a:17', 'Bava Kamma 102a:2', 'Bava Kamma 102a:1', 'Bava Kamma 102a:4'}","{('JTmock Sheviit 8:5:4', 'Sukkah 40a:7'), ('JTmock Sheviit 8:5:4', 'Sukkah 40a:9-40b:2')}",False
"{'JTmock Sheviit 8:5:4', 'Bava Kamma 102a'}","{'Sukkah 40a.7', 'Sukkah 40a.6', 'Tosefta Sheviit (Lieberman) 6.25', 'Sukkah 40a:9'}","{('JTmock Sheviit 8:5:4', 'Bava Kamma 102a:2'), ('JTmock Sheviit 8:5:4', 'Bava Kamma 102a:1'), ('JTmock Sheviit 8:5:4', 'Bava Kamma 102a:5-7')}",False
"{'JTmock Sheviit 8:6:4', 'Avodah Zarah 62a'}",{'Tosefta Sheviit (Lieberman) 6.26'},set(),True
"{'Zevachim 76a', 'JTmock Sheviit 8:7:2'}",{'Mishnah Zevachim 10.7'},set(),True
"{'Kiddushin 58a', 'JTmock Sheviit 8:7:3'}","{'Sukkah 40b:9', 'Avodah Zarah 54b:10'}","{('JTmock Sheviit 8:7:3', 'Kiddushin 58a:11'), ('JTmock Sheviit 8:7:3', 'Kiddushin 58a:9-11')}",False
"{'Chullin 4a', 'JTmock Sheviit 8:8:5'}",{'JTmock Pesachim 1.1.15'},set(),True
"{'Megillah 18a', 'JTmock Sheviit 9:1:2'}","{'Rosh Hashanah 26b:4', 'Rosh Hashanah 26b:3', 'Rosh Hashanah 26b:5', 'Rosh Hashanah 26b:2'}",set(),True
"{'JTmock Sheviit 9:1:2', 'Rosh Hashanah 26b'}","{'Megillah 18a:27', 'Megillah 18a:25', 'Megillah 18a:28', 'Megillah 18a:26'}",set(),True
"{'Eruvin 38a', 'JTmock Sheviit 9:1:9'}",{'Tosefta Eruvin (Lieberman) 4.1'},set(),True
"{'JTmock Sheviit 9:1:9', 'Eruvin 38b'}","{'JTmock Eruvin 3.8.2', 'Beitzah 4a:14', 'Beitzah 4a:13'}",set(),True
"{'Beitzah 4a', 'JTmock Sheviit 9:1:9'}",{'Eruvin 38b.3'},set(),True
"{'Kohelet Rabbah 10:8', 'JTmock Sheviit 9:1:12'}","{'Ecclesiastes 10.8', 'JTmock Berakhot 1:1:35'}","{('JTmock Sheviit 9:1:12', 'Kohelet Rabbah 10:8:1'), ('JTmock Sheviit 9:1:8-3:2', 'Kohelet Rabbah 10:8:1')}",False
"{'Shabbat 33b', 'JTmock Sheviit 9:1:12-13'}",{'Genesis 33.18'},set(),True
"{'Taanit 6b', 'JTmock Sheviit 9:2:2'}","{'Pesachim 52b.3', 'Niddah 51b:12', 'Leviticus 25:7'}",set(),True
"{'JTmock Sheviit 9:2:4', 'Pesachim 53a'}",{'Tosefta Sheviit (Lieberman) 7.11'},set(),True
"{'JTmock Sheviit 9:5:4', 'Menachot 106b'}",{'Mishnah Shekalim 6.6'},set(),True
"{'JTmock Sheviit 9:5:5', 'Taanit 6a'}","{'Tosefta Sheviit (Lieberman) 7.18', 'Tosefta Taanit (Lieberman) 1.4', 'Nedarim 63a:1', 'Nedarim 63a:2'}","{('JTmock Sheviit 9:5:5', 'Taanit 6a:9-10'), ('JTmock Sheviit 9:5:5', 'Taanit 6a:12')}",False
