"משנה תורה, הלכות איסורי מזבח","משנה תורה, הלכות איסורי המזבח"
"משנה תורה, הלכות תמידין ומוספין","משנה תורה, הלכות תמידים ומוספין"
"משנה תורה, הלכות כלי המקדש והעובדים בו","משנה תורה, הלכות כלי המקדש והעובדין בו"
"משנה תורה, הלכות ביאת המקדש","משנה תורה, הלכות ביאת מקדש"
"משנה תורה, הלכות עבודת יום הכיפורים","משנה תורה, הלכות עבודת יום הכפורים"
"משנה תורה, הלכות ערכין וחרמין","משנה תורה, הלכות ערכים וחרמין"
"משנה תורה, הלכות עבודת כוכבים וחקותיהם","משנה תורה, הלכות עבודה זרה וחוקות הגויים"
"משנה תורה, הלכות מלוה ולוה","משנה תורה, הלכות מלווה ולווה"
"משנה תורה, הלכות שאלה ופקדון","משנה תורה, הלכות שאלה ופיקדון"
,
"משנה תורה, הלכות גרושין","משנה תורה, הלכות גירושין"
"משנה תורה, הלכות גנבה","משנה תורה, הלכות גניבה"
"משנה תורה, הלכות גזלה ואבדה","משנה תורה, הלכות גזילה ואבידה"
"משנה תורה, הלכות סנהדרין והעונשין המסורים להם","משנה תורה, הלכות סנהדרין והעונשין המסורין להם"
"משנה תורה, הלכות מלכים ומלחמותיהם","משנה תורה, הלכות מלכים ומלחמות"
"משנה תורה, הלכות טומאת אוכלין","משנה תורה, הלכות טומאת אוכלים"
"משנה תורה, הלכות ביכורים עם שאר מתנות כהונה שבגבולין","משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין"
"משנה תורה, הלכות מעשר","משנה תורה, הלכות מעשרות"
